ts_utc_iso,ts_epoch,level,logger,message,exception
2026-01-13T22:15:02.487859+00:00,1768342502.487859,INFO,__main__,CSV_LOG enabled path=runs\btc15m_live_20260113_221502.csv,
2026-01-13T22:15:05.322289+00:00,1768342505.322289,INFO,__main__,BALANCE available=$44.75 portfolio_value=$2.97,
2026-01-13T22:15:05.374754+00:00,1768342505.374754,INFO,__main__,22:15:04Z  KXBTC15M-26JAN131730-30  tte=14m55s  spot=$95650.00  strike=$2026.00  fee_mode=taker  fee/c=$0.0100  p_up=89.51%  mkt=85.00%  EV_yes=3.51%  EV_no=-46.51%  decision=YES  kelly=3.01%  qty=1,
2026-01-13T22:15:05.375031+00:00,1768342505.375031,INFO,tradebot.tools.order_execution,TTE_BLOCK KXBTC15M-26JAN131730-30 tte=895s > max_tte=840s,
2026-01-13T22:15:11.231955+00:00,1768342511.231955,INFO,__main__,BALANCE available=$44.75 portfolio_value=$2.97,
2026-01-13T22:15:11.298727+00:00,1768342511.298727,INFO,__main__,22:15:10Z  KXBTC15M-26JAN131730-30  tte=14m49s  spot=$95621.71  strike=$2026.00  fee_mode=taker  fee/c=$0.0200  p_up=89.51%  mkt=80.00%  EV_yes=7.51%  EV_no=-46.51%  decision=YES  kelly=4.76%  qty=2,
2026-01-13T22:15:11.299016+00:00,1768342511.299016,INFO,tradebot.tools.order_execution,TTE_BLOCK KXBTC15M-26JAN131730-30 tte=889s > max_tte=840s,
2026-01-13T22:15:17.190095+00:00,1768342517.190095,INFO,__main__,BALANCE available=$44.75 portfolio_value=$2.97,
2026-01-13T22:15:17.242630+00:00,1768342517.242630,INFO,__main__,22:15:16Z  KXBTC15M-26JAN131730-30  tte=14m43s  spot=$95552.00  strike=$2026.00  fee_mode=taker  fee/c=$0.0200  p_up=89.51%  mkt=70.00%  EV_yes=17.51%  EV_no=-27.51%  decision=YES  kelly=6.50%  qty=4,
2026-01-13T22:15:17.242888+00:00,1768342517.242888,INFO,tradebot.tools.order_execution,TTE_BLOCK KXBTC15M-26JAN131730-30 tte=883s > max_tte=840s,
2026-01-13T22:15:23.108843+00:00,1768342523.108843,INFO,__main__,BALANCE available=$44.75 portfolio_value=$2.97,
2026-01-13T22:15:23.171222+00:00,1768342523.171222,INFO,__main__,22:15:22Z  KXBTC15M-26JAN131730-30  tte=14m37s  spot=$95559.60  strike=$2026.00  fee_mode=taker  fee/c=$0.0200  p_up=89.51%  mkt=62.00%  EV_yes=25.51%  EV_no=-31.51%  decision=YES  kelly=7.24%  qty=5,
2026-01-13T22:15:23.171461+00:00,1768342523.171461,INFO,tradebot.tools.order_execution,TTE_BLOCK KXBTC15M-26JAN131730-30 tte=877s > max_tte=840s,
2026-01-13T22:15:29.042493+00:00,1768342529.042493,INFO,__main__,BALANCE available=$44.75 portfolio_value=$2.97,
