market_key,market_title,market_slug,outcome,entry_ts,exit_ts,hold_time_seconds,entry_price,exit_price,size,pnl_per_contract,pnl_total,captured_cents,entry_time_to_expiry_seconds
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252165.000,1768252317.000,152.000,0.790000,0.870000,1.782400,0.080000,0.142592,8.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252165.000,1768252317.000,152.000,0.790000,0.870000,2.520000,0.080000,0.201600,8.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252165.000,1768252341.000,176.000,0.790000,0.770000,0.697600,-0.020000,-0.013952,-2.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Up,1768252171.000,1768252239.000,68.000,0.160000,0.250000,3.989725,0.090000,0.359075,9.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Up,1768252171.000,1768252245.000,74.000,0.160000,0.250000,1.000000,0.090000,0.090000,9.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Up,1768252171.000,1768252245.000,74.000,0.160000,0.250000,0.010275,0.090000,0.000925,9.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Up,1768252181.000,1768252245.000,64.000,0.190000,0.250000,3.989725,0.060000,0.239383,6.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Up,1768252181.000,1768252271.000,90.000,0.190000,0.250000,1.010275,0.060000,0.060616,6.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Up,1768252181.000,1768252271.000,90.000,0.180000,0.250000,3.989725,0.070000,0.279281,7.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Up,1768252181.000,1768252287.000,106.000,0.180000,0.250000,1.010275,0.070000,0.070719,7.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Up,1768252181.000,1768252287.000,106.000,0.170000,0.250000,3.989725,0.080000,0.319178,8.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Up,1768252181.000,1768252287.000,106.000,0.170000,0.260000,1.010275,0.090000,0.090925,9.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252235.000,1768252341.000,106.000,0.750000,0.770000,4.302400,0.020000,0.086048,2.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252235.000,1768252351.000,116.000,0.750000,0.800000,0.697600,0.050000,0.034880,5.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Up,1768252287.000,1768252287.000,0.000,0.280000,0.260000,3.989725,-0.020000,-0.079795,-2.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Up,1768252287.000,1768252287.000,0.000,0.280000,0.270000,5.000000,-0.010000,-0.050000,-1.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Up,1768252287.000,1768252293.000,6.000,0.280000,0.340000,5.000000,0.060000,0.300000,6.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Up,1768252287.000,1768252303.000,16.000,0.280000,0.320000,3.827475,0.040000,0.153099,4.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Up,1768252311.000,1768252363.000,52.000,0.190000,0.310000,5.000000,0.120000,0.600000,12.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252323.000,1768252351.000,28.000,0.850000,0.800000,1.000000,-0.050000,-0.050000,-5.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252325.000,1768252351.000,26.000,0.840000,0.800000,2.652400,-0.040000,-0.106096,-4.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252325.000,1768252353.000,28.000,0.840000,0.790000,2.347600,-0.050000,-0.117380,-5.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252327.000,1768252353.000,26.000,0.840000,0.790000,2.652400,-0.050000,-0.132620,-5.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252327.000,1768252353.000,26.000,0.840000,0.800000,0.650000,-0.040000,-0.026000,-4.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252327.000,1768252377.000,50.000,0.840000,0.720000,1.388887,-0.120000,-0.166667,-12.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252327.000,1768252379.000,52.000,0.840000,0.720000,3.610000,-0.120000,-0.433200,-12.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252327.000,1768252385.000,58.000,0.840000,0.800000,0.125000,-0.040000,-0.005000,-4.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252327.000,1768252387.000,60.000,0.840000,0.800000,4.870000,-0.040000,-0.194800,-4.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252327.000,1768252397.000,70.000,0.840000,0.830000,4.622513,-0.010000,-0.046225,-1.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252327.000,1768252397.000,70.000,0.830000,0.830000,0.377487,0.000000,0.000000,0.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252327.000,1768252413.000,86.000,0.830000,0.910000,4.622513,0.080000,0.369801,8.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252339.000,1768252413.000,74.000,0.720000,0.910000,0.377487,0.190000,0.071723,19.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252339.000,1768252413.000,74.000,0.720000,0.920000,4.622513,0.200000,0.924503,20.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252343.000,1768252413.000,70.000,0.740000,0.920000,0.377487,0.180000,0.067948,18.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252343.000,1768252413.000,70.000,0.740000,0.930000,4.622513,0.190000,0.878277,19.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252347.000,1768252413.000,66.000,0.770000,0.930000,0.377487,0.160000,0.060398,16.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252347.000,1768252413.000,66.000,0.770000,0.900000,5.000000,0.130000,0.650000,13.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252347.000,1768252415.000,68.000,0.770000,0.922778,12.481413,0.152778,1.906883,15.2778,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Up,1768252351.000,1768252449.000,98.000,0.210000,0.050000,5.000000,-0.160000,-0.800000,-16.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Up,1768252351.000,1768252449.000,98.000,0.210000,0.060000,4.931200,-0.150000,-0.739680,-15.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252357.000,1768252415.000,58.000,0.770000,0.922778,5.000000,0.152778,0.763889,15.2778,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252361.000,1768252415.000,54.000,0.750000,0.922778,0.518587,0.172778,0.089600,17.2778,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252361.000,1768252415.000,54.000,0.750000,0.910000,4.481413,0.160000,0.717026,16.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252361.000,1768252415.000,54.000,0.740000,0.910000,0.518587,0.170000,0.088160,17.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252361.000,1768252415.000,54.000,0.740000,0.920000,4.481413,0.180000,0.806654,18.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252361.000,1768252415.000,54.000,0.740000,0.920000,0.518587,0.180000,0.093346,18.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252361.000,1768252415.000,54.000,0.740000,0.930000,5.000000,0.190000,0.950000,19.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252361.000,1768252417.000,56.000,0.740000,0.940000,5.000000,0.200000,1.000000,20.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Down,1768252361.000,1768252417.000,56.000,0.740000,0.950000,5.000000,0.210000,1.050000,21.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Up,1768252363.000,1768252449.000,86.000,0.270000,0.060000,0.068800,-0.210000,-0.014448,-21.0000,
0x78afd3468f826abf30e4f4a03f6590504046876698cc459aaad5e862abf7b760,"Bitcoin Up or Down - January 12, 4:00PM-4:15PM ET",btc-updown-15m-1768251600,Up,1768252363.000,1768252449.000,86.000,0.270000,0.070000,5.000000,-0.200000,-1.000000,-20.0000,
0x3cb287ba5dc014f05d375ccdcc4c361fbec8727e23205637c8029a0be41328ee,"Bitcoin Up or Down - January 12, 4:15PM-4:30PM ET",btc-updown-15m-1768252500,Down,1768252891.000,1768252973.000,82.000,0.490000,0.730000,5.000000,0.240000,1.200000,24.0000,
0x3cb287ba5dc014f05d375ccdcc4c361fbec8727e23205637c8029a0be41328ee,"Bitcoin Up or Down - January 12, 4:15PM-4:30PM ET",btc-updown-15m-1768252500,Down,1768252891.000,1768253017.000,126.000,0.490000,0.890000,3.700000,0.400000,1.480000,40.0000,
0x3cb287ba5dc014f05d375ccdcc4c361fbec8727e23205637c8029a0be41328ee,"Bitcoin Up or Down - January 12, 4:15PM-4:30PM ET",btc-updown-15m-1768252500,Down,1768252891.000,1768253061.000,170.000,0.490000,0.410000,5.000000,-0.080000,-0.400000,-8.0000,
0x3cb287ba5dc014f05d375ccdcc4c361fbec8727e23205637c8029a0be41328ee,"Bitcoin Up or Down - January 12, 4:15PM-4:30PM ET",btc-updown-15m-1768252500,Down,1768252891.000,1768253061.000,170.000,0.490000,0.420000,5.000000,-0.070000,-0.350000,-7.0000,
0x3cb287ba5dc014f05d375ccdcc4c361fbec8727e23205637c8029a0be41328ee,"Bitcoin Up or Down - January 12, 4:15PM-4:30PM ET",btc-updown-15m-1768252500,Down,1768252891.000,1768253061.000,170.000,0.490000,0.430000,5.000000,-0.060000,-0.300000,-6.0000,
0x3cb287ba5dc014f05d375ccdcc4c361fbec8727e23205637c8029a0be41328ee,"Bitcoin Up or Down - January 12, 4:15PM-4:30PM ET",btc-updown-15m-1768252500,Down,1768252891.000,1768253061.000,170.000,0.490000,0.440000,0.909700,-0.050000,-0.045485,-5.0000,
0x3cb287ba5dc014f05d375ccdcc4c361fbec8727e23205637c8029a0be41328ee,"Bitcoin Up or Down - January 12, 4:15PM-4:30PM ET",btc-updown-15m-1768252500,Down,1768252893.000,1768253061.000,168.000,0.490000,0.440000,4.090300,-0.050000,-0.204515,-5.0000,
0x3cb287ba5dc014f05d375ccdcc4c361fbec8727e23205637c8029a0be41328ee,"Bitcoin Up or Down - January 12, 4:15PM-4:30PM ET",btc-updown-15m-1768252500,Down,1768252893.000,1768253061.000,168.000,0.490000,0.470000,0.909700,-0.020000,-0.018194,-2.0000,
0x3cb287ba5dc014f05d375ccdcc4c361fbec8727e23205637c8029a0be41328ee,"Bitcoin Up or Down - January 12, 4:15PM-4:30PM ET",btc-updown-15m-1768252500,Down,1768252895.000,1768253061.000,166.000,0.480000,0.470000,4.090300,-0.010000,-0.040903,-1.0000,
0x3cb287ba5dc014f05d375ccdcc4c361fbec8727e23205637c8029a0be41328ee,"Bitcoin Up or Down - January 12, 4:15PM-4:30PM ET",btc-updown-15m-1768252500,Down,1768252895.000,1768253061.000,166.000,0.480000,0.400000,0.909700,-0.080000,-0.072776,-8.0000,
0x3cb287ba5dc014f05d375ccdcc4c361fbec8727e23205637c8029a0be41328ee,"Bitcoin Up or Down - January 12, 4:15PM-4:30PM ET",btc-updown-15m-1768252500,Up,1768252905.000,1768253015.000,110.000,0.480000,0.130000,5.000000,-0.350000,-1.750000,-35.0000,
0x3cb287ba5dc014f05d375ccdcc4c361fbec8727e23205637c8029a0be41328ee,"Bitcoin Up or Down - January 12, 4:15PM-4:30PM ET",btc-updown-15m-1768252500,Up,1768252909.000,1768253015.000,106.000,0.480000,0.130000,5.000000,-0.350000,-1.750000,-35.0000,
0x3cb287ba5dc014f05d375ccdcc4c361fbec8727e23205637c8029a0be41328ee,"Bitcoin Up or Down - January 12, 4:15PM-4:30PM ET",btc-updown-15m-1768252500,Up,1768252925.000,1768253015.000,90.000,0.420000,0.130000,5.000000,-0.290000,-1.450000,-29.0000,
0x3cb287ba5dc014f05d375ccdcc4c361fbec8727e23205637c8029a0be41328ee,"Bitcoin Up or Down - January 12, 4:15PM-4:30PM ET",btc-updown-15m-1768252500,Up,1768252927.000,1768253015.000,88.000,0.410000,0.130000,3.000000,-0.280000,-0.840000,-28.0000,
0x3cb287ba5dc014f05d375ccdcc4c361fbec8727e23205637c8029a0be41328ee,"Bitcoin Up or Down - January 12, 4:15PM-4:30PM ET",btc-updown-15m-1768252500,Up,1768252927.000,1768253015.000,88.000,0.410000,0.140000,2.000000,-0.270000,-0.540001,-27.0000,
0x3cb287ba5dc014f05d375ccdcc4c361fbec8727e23205637c8029a0be41328ee,"Bitcoin Up or Down - January 12, 4:15PM-4:30PM ET",btc-updown-15m-1768252500,Up,1768252927.000,1768253015.000,88.000,0.360000,0.140000,0.732856,-0.220000,-0.161229,-22.0000,
0x3cb287ba5dc014f05d375ccdcc4c361fbec8727e23205637c8029a0be41328ee,"Bitcoin Up or Down - January 12, 4:15PM-4:30PM ET",btc-updown-15m-1768252500,Up,1768252927.000,1768253027.000,100.000,0.360000,0.120000,4.267144,-0.240000,-1.024115,-24.0000,
0x3cb287ba5dc014f05d375ccdcc4c361fbec8727e23205637c8029a0be41328ee,"Bitcoin Up or Down - January 12, 4:15PM-4:30PM ET",btc-updown-15m-1768252500,Up,1768252931.000,1768253027.000,96.000,0.360000,0.120000,0.732856,-0.240000,-0.175885,-24.0000,
0x3cb287ba5dc014f05d375ccdcc4c361fbec8727e23205637c8029a0be41328ee,"Bitcoin Up or Down - January 12, 4:15PM-4:30PM ET",btc-updown-15m-1768252500,Up,1768252931.000,1768253045.000,114.000,0.360000,0.240000,4.267144,-0.120000,-0.512057,-12.0000,
0x3cb287ba5dc014f05d375ccdcc4c361fbec8727e23205637c8029a0be41328ee,"Bitcoin Up or Down - January 12, 4:15PM-4:30PM ET",btc-updown-15m-1768252500,Down,1768252941.000,1768253061.000,120.000,0.680000,0.400000,4.090300,-0.280000,-1.145284,-28.0000,
