ts_utc_iso,ts_epoch,level,logger,event,msg_template,message,arg0,arg1,arg2,arg3,arg4,arg5,arg6,arg7,arg8,arg9,arg10,arg11,arg12,arg13,arg14,arg15,arg16,arg17,arg18,arg19,run_id,poll_id,path,ticker,side,action,decision,kelly_fraction,qty,price_cents,price_dollars,spot_usd,strike_usd,strike_src,tte_s,mode,time_in_force,fee_assumption,fee_per_contract,bankroll_usd,portfolio_value_usd,ev_after_fees,p_yes,p_no,market_p_yes,market_p_no,reason,order_id,diff_pct,max_pct,error,error_type,fields_json,exception
2026-01-18T00:59:17.556345+00:00,1768697957.556345,INFO,__main__,CSV_LOG,CSV_LOG enabled path=%s run_id=%s,CSV_LOG enabled path=runs\btc15m_live_v2_20260118_005917.csv run_id=20260118_005917_95282372,runs\btc15m_live_v2_20260118_005917.csv,20260118_005917_95282372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T00:59:22.922390+00:00,1768697962.922390,INFO,tradebot.tools.kalshi_market_poll,EXCHANGE_PRICES,EXCHANGE_PRICES cb_mid=%s kr_mid=%s composite=%s diff=%s,EXCHANGE_PRICES cb_mid=95058.01 kr_mid=95057.85 composite=95057.93 diff=+0.15,95058.01,95057.85,95057.93,+0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T00:59:22.922638+00:00,1768697962.922638,INFO,tradebot.tools.kalshi_market_poll,COINBASE_VWAP,COINBASE_VWAP now_ms=%d now_ms_local=%d trades_ingested=%d vwap_count=%d vwap_60s=%s vwap_age_ms=%s cb_bid=%s cb_ask=%s cb_mid=%s,COINBASE_VWAP now_ms=1768697962221 now_ms_local=1768697962221 trades_ingested=100 vwap_count=100 vwap_60s=95059.01 vwap_age_ms=2854 cb_bid=95058.00 cb_ask=95058.01 cb_mid=95058.01,1768697962221,1768697962221,100,100,95059.01,2854,95058.00,95058.01,95058.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T00:59:24.060396+00:00,1768697964.060396,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$21.14 portfolio_value=$0.00,21.14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T00:59:24.109893+00:00,1768697964.109893,INFO,__main__,,00:59:23Z  KXBTC15M-26JAN172000-00  tte=0m36s  spot=$95058.01  strike=$95113.11  spot_src=coinbase_mid  fee_mode=taker  fee/c=-  p_up=0.31%  mkt=95.00%  EV_yes=-95.69%  EV_no=-0.31%  decision=-  kelly=-  qty=-,00:59:23Z  KXBTC15M-26JAN172000-00  tte=0m36s  spot=$95058.01  strike=$95113.11  spot_src=coinbase_mid  fee_mode=taker  fee/c=-  p_up=0.31%  mkt=95.00%  EV_yes=-95.69%  EV_no=-0.31%  decision=-  kelly=-  qty=-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T00:59:24.110291+00:00,1768697964.110291,INFO,__main__,PRED_SNAPSHOT,PRED_SNAPSHOT %s,PRED_SNAPSHOT KXBTC15M-26JAN172000-00,KXBTC15M-26JAN172000-00,,,,,,,,,,,,,,,,,,,,20260118_005917_95282372,0,,KXBTC15M-26JAN172000-00,,,,,,,,95058.005,95113.11,floor_strike,36,,,taker,,,,,0.003069826867431402,0.9969301731325686,0.95,0.99,,,,,,,"{""coinbase_best_ask"": 95058.01, ""coinbase_best_bid"": 95058.0, ""coinbase_mid_usd"": 95058.005, ""coinbase_vwap_60s"": 95059.01176659955, ""coinbase_vwap_age_ms"": 2854, ""coinbase_vwap_count"": 100, ""spot_source"": ""coinbase_mid""}",
2026-01-18T00:59:32.276370+00:00,1768697972.276370,INFO,tradebot.tools.kalshi_market_poll,EXCHANGE_PRICES,EXCHANGE_PRICES cb_mid=%s kr_mid=%s composite=%s diff=%s,EXCHANGE_PRICES cb_mid=95058.01 kr_mid=95057.85 composite=95057.93 diff=+0.15,95058.01,95057.85,95057.93,+0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T00:59:32.276629+00:00,1768697972.276629,INFO,tradebot.tools.kalshi_market_poll,COINBASE_VWAP,COINBASE_VWAP now_ms=%d now_ms_local=%d trades_ingested=%d vwap_count=%d vwap_60s=%s vwap_age_ms=%s cb_bid=%s cb_ask=%s cb_mid=%s,COINBASE_VWAP now_ms=1768697971388 now_ms_local=1768697971388 trades_ingested=20 vwap_count=120 vwap_60s=95058.89 vwap_age_ms=1766 cb_bid=95058.00 cb_ask=95058.01 cb_mid=95058.01,1768697971388,1768697971388,20,120,95058.89,1766,95058.00,95058.01,95058.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T00:59:32.838675+00:00,1768697972.838675,INFO,__main__,,No active markets found,No active markets found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T00:59:39.582196+00:00,1768697979.582196,INFO,tradebot.tools.kalshi_market_poll,EXCHANGE_PRICES,EXCHANGE_PRICES cb_mid=%s kr_mid=%s composite=%s diff=%s,EXCHANGE_PRICES cb_mid=95058.01 kr_mid=95057.85 composite=95057.93 diff=+0.15,95058.01,95057.85,95057.93,+0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
