ts_utc_iso,ts_epoch,level,logger,event,msg_template,message,arg0,arg1,arg2,arg3,arg4,arg5,arg6,arg7,arg8,arg9,arg10,arg11,arg12,arg13,arg14,arg15,arg16,arg17,arg18,arg19,run_id,poll_id,path,ticker,side,action,decision,kelly_fraction,qty,price_cents,price_dollars,spot_usd,strike_usd,strike_src,tte_s,mode,time_in_force,fee_assumption,fee_per_contract,bankroll_usd,portfolio_value_usd,ev_after_fees,p_yes,p_no,market_p_yes,market_p_no,reason,order_id,diff_pct,max_pct,error,error_type,fields_json,exception
2026-01-18T16:25:56.922820+00:00,1768753556.922820,INFO,__main__,CSV_LOG,CSV_LOG enabled path=%s run_id=%s,CSV_LOG enabled path=runs\btc15m_live_v2_20260118_162556.csv run_id=20260118_162556_d4e7880b,runs\btc15m_live_v2_20260118_162556.csv,20260118_162556_d4e7880b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T16:26:02.985639+00:00,1768753562.985639,INFO,tradebot.tools.kalshi_market_poll,EXCHANGE_PRICES,EXCHANGE_PRICES cb_mid=%s kr_mid=%s composite=%s diff=%s,EXCHANGE_PRICES cb_mid=95084.24 kr_mid=95119.25 composite=95101.74 diff=-35.01,95084.24,95119.25,95101.74,-35.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T16:26:02.985915+00:00,1768753562.985915,INFO,tradebot.tools.kalshi_market_poll,COINBASE_VWAP,COINBASE_VWAP now_ms=%d now_ms_local=%d trades_ingested=%d vwap_count=%d vwap_60s=%s vwap_age_ms=%s cb_bid=%s cb_ask=%s cb_mid=%s,COINBASE_VWAP now_ms=1768753562241 now_ms_local=1768753562241 trades_ingested=100 vwap_count=100 vwap_60s=95091.29 vwap_age_ms=2063 cb_bid=95084.23 cb_ask=95084.24 cb_mid=95084.24,1768753562241,1768753562241,100,100,95091.29,2063,95084.23,95084.24,95084.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T16:26:04.238313+00:00,1768753564.238313,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$0.01 portfolio_value=$0.00,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T16:26:04.289440+00:00,1768753564.289440,INFO,__main__,,16:26:03Z  KXBTC15M-26JAN181130-30  tte=3m56s  spot=$95084.24  strike=$95113.30  spot_src=coinbase_mid  fee_mode=taker  fee/c=$0.0200  p_up=21.54%  mkt=25.00%  EV_yes=-5.46%  EV_no=0.46%  decision=NO  kelly=1.03%  qty=0,16:26:03Z  KXBTC15M-26JAN181130-30  tte=3m56s  spot=$95084.24  strike=$95113.30  spot_src=coinbase_mid  fee_mode=taker  fee/c=$0.0200  p_up=21.54%  mkt=25.00%  EV_yes=-5.46%  EV_no=0.46%  decision=NO  kelly=1.03%  qty=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T16:26:04.289750+00:00,1768753564.289750,INFO,__main__,PRED_SNAPSHOT,PRED_SNAPSHOT %s,PRED_SNAPSHOT KXBTC15M-26JAN181130-30,KXBTC15M-26JAN181130-30,,,,,,,,,,,,,,,,,,,,20260118_162556_d4e7880b,0,,KXBTC15M-26JAN181130-30,,,NO,0.010265908886988955,0,,,95084.235,95113.3,floor_strike,236,,,taker,,,,,0.2153618186712265,0.7846381813287735,0.25,0.76,,,,,,,"{""coinbase_best_ask"": 95084.24, ""coinbase_best_bid"": 95084.23, ""coinbase_mid_usd"": 95084.235, ""coinbase_vwap_60s"": 95091.28829745199, ""coinbase_vwap_age_ms"": 2063, ""coinbase_vwap_count"": 100, ""spot_source"": ""coinbase_mid""}",
2026-01-18T16:26:10.705126+00:00,1768753570.705126,INFO,tradebot.tools.kalshi_market_poll,EXCHANGE_PRICES,EXCHANGE_PRICES cb_mid=%s kr_mid=%s composite=%s diff=%s,EXCHANGE_PRICES cb_mid=95089.83 kr_mid=95119.25 composite=95104.54 diff=-29.42,95089.83,95119.25,95104.54,-29.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T16:26:10.705325+00:00,1768753570.705325,INFO,tradebot.tools.kalshi_market_poll,COINBASE_VWAP,COINBASE_VWAP now_ms=%d now_ms_local=%d trades_ingested=%d vwap_count=%d vwap_60s=%s vwap_age_ms=%s cb_bid=%s cb_ask=%s cb_mid=%s,COINBASE_VWAP now_ms=1768753569646 now_ms_local=1768753569646 trades_ingested=18 vwap_count=118 vwap_60s=95090.20 vwap_age_ms=2168 cb_bid=95089.83 cb_ask=95089.84 cb_mid=95089.83,1768753569646,1768753569646,18,118,95090.20,2168,95089.83,95089.84,95089.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T16:26:11.574208+00:00,1768753571.574208,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$0.01 portfolio_value=$0.00,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T16:26:11.623835+00:00,1768753571.623835,INFO,__main__,,16:26:11Z  KXBTC15M-26JAN181130-30  tte=3m48s  spot=$95089.83  strike=$95113.30  spot_src=coinbase_mid  fee_mode=taker  fee/c=-  p_up=24.02%  mkt=24.00%  EV_yes=-1.98%  EV_no=-5.02%  decision=-  kelly=-  qty=-,16:26:11Z  KXBTC15M-26JAN181130-30  tte=3m48s  spot=$95089.83  strike=$95113.30  spot_src=coinbase_mid  fee_mode=taker  fee/c=-  p_up=24.02%  mkt=24.00%  EV_yes=-1.98%  EV_no=-5.02%  decision=-  kelly=-  qty=-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T16:26:11.624181+00:00,1768753571.624181,INFO,__main__,PRED_SNAPSHOT,PRED_SNAPSHOT %s,PRED_SNAPSHOT KXBTC15M-26JAN181130-30,KXBTC15M-26JAN181130-30,,,,,,,,,,,,,,,,,,,,20260118_162556_d4e7880b,1,,KXBTC15M-26JAN181130-30,,,,,,,,95089.83499999999,95113.3,floor_strike,228,,,taker,,,,,0.24023278057575226,0.7597672194242477,0.24,0.79,,,,,,,"{""coinbase_best_ask"": 95089.84, ""coinbase_best_bid"": 95089.83, ""coinbase_mid_usd"": 95089.83499999999, ""coinbase_vwap_60s"": 95090.20191168872, ""coinbase_vwap_age_ms"": 2168, ""coinbase_vwap_count"": 118, ""spot_source"": ""coinbase_mid""}",
2026-01-18T16:26:22.754611+00:00,1768753582.754611,INFO,tradebot.tools.kalshi_market_poll,EXCHANGE_PRICES,EXCHANGE_PRICES cb_mid=%s kr_mid=%s composite=%s diff=%s,EXCHANGE_PRICES cb_mid=95089.83 kr_mid=95119.25 composite=95104.54 diff=-29.42,95089.83,95119.25,95104.54,-29.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T16:26:22.754811+00:00,1768753582.754811,INFO,tradebot.tools.kalshi_market_poll,COINBASE_VWAP,COINBASE_VWAP now_ms=%d now_ms_local=%d trades_ingested=%d vwap_count=%d vwap_60s=%s vwap_age_ms=%s cb_bid=%s cb_ask=%s cb_mid=%s,COINBASE_VWAP now_ms=1768753582065 now_ms_local=1768753582065 trades_ingested=0 vwap_count=90 vwap_60s=95089.22 vwap_age_ms=14587 cb_bid=95089.83 cb_ask=95089.84 cb_mid=95089.83,1768753582065,1768753582065,0,90,95089.22,14587,95089.83,95089.84,95089.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T16:26:23.645353+00:00,1768753583.645353,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$0.01 portfolio_value=$0.00,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T16:26:23.697758+00:00,1768753583.697758,INFO,__main__,,16:26:23Z  KXBTC15M-26JAN181130-30  tte=3m36s  spot=$95089.83  strike=$95113.30  spot_src=coinbase_mid  fee_mode=taker  fee/c=-  p_up=24.02%  mkt=24.00%  EV_yes=-1.98%  EV_no=-5.02%  decision=-  kelly=-  qty=-,16:26:23Z  KXBTC15M-26JAN181130-30  tte=3m36s  spot=$95089.83  strike=$95113.30  spot_src=coinbase_mid  fee_mode=taker  fee/c=-  p_up=24.02%  mkt=24.00%  EV_yes=-1.98%  EV_no=-5.02%  decision=-  kelly=-  qty=-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T16:26:23.698151+00:00,1768753583.698151,INFO,__main__,PRED_SNAPSHOT,PRED_SNAPSHOT %s,PRED_SNAPSHOT KXBTC15M-26JAN181130-30,KXBTC15M-26JAN181130-30,,,,,,,,,,,,,,,,,,,,20260118_162556_d4e7880b,2,,KXBTC15M-26JAN181130-30,,,,,,,,95089.83499999999,95113.3,floor_strike,216,,,taker,,,,,0.24023278057575226,0.7597672194242477,0.24,0.79,,,,,,,"{""coinbase_best_ask"": 95089.84, ""coinbase_best_bid"": 95089.83, ""coinbase_mid_usd"": 95089.83499999999, ""coinbase_vwap_60s"": 95089.2172207497, ""coinbase_vwap_age_ms"": 14587, ""coinbase_vwap_count"": 90, ""spot_source"": ""coinbase_mid""}",
2026-01-18T16:26:30.843766+00:00,1768753590.843766,INFO,tradebot.tools.kalshi_market_poll,EXCHANGE_PRICES,EXCHANGE_PRICES cb_mid=%s kr_mid=%s composite=%s diff=%s,EXCHANGE_PRICES cb_mid=95089.83 kr_mid=95119.25 composite=95104.54 diff=-29.42,95089.83,95119.25,95104.54,-29.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T16:26:30.843992+00:00,1768753590.843992,INFO,tradebot.tools.kalshi_market_poll,COINBASE_VWAP,COINBASE_VWAP now_ms=%d now_ms_local=%d trades_ingested=%d vwap_count=%d vwap_60s=%s vwap_age_ms=%s cb_bid=%s cb_ask=%s cb_mid=%s,COINBASE_VWAP now_ms=1768753590042 now_ms_local=1768753590042 trades_ingested=41 vwap_count=118 vwap_60s=95089.17 vwap_age_ms=1012 cb_bid=95089.83 cb_ask=95089.84 cb_mid=95089.83,1768753590042,1768753590042,41,118,95089.17,1012,95089.83,95089.84,95089.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T16:26:31.714663+00:00,1768753591.714663,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$0.01 portfolio_value=$0.00,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
