ts_utc_iso,ts_epoch,level,logger,event,msg_template,message,arg0,arg1,arg2,arg3,arg4,arg5,arg6,arg7,arg8,arg9,arg10,arg11,arg12,arg13,arg14,arg15,arg16,arg17,arg18,arg19,run_id,poll_id,path,ticker,side,action,decision,kelly_fraction,qty,price_cents,price_dollars,spot_usd,strike_usd,strike_src,tte_s,mode,time_in_force,fee_assumption,fee_per_contract,bankroll_usd,portfolio_value_usd,ev_after_fees,p_yes,p_no,market_p_yes,market_p_no,reason,order_id,diff_pct,max_pct,error,error_type,fields_json,exception
2026-01-17T19:18:39.495759+00:00,1768677519.495759,INFO,__main__,CSV_LOG,CSV_LOG enabled path=%s run_id=%s,CSV_LOG enabled path=runs\btc15m_live_v2_20260117_191839.csv run_id=20260117_191839_66ef5dfe,runs\btc15m_live_v2_20260117_191839.csv,20260117_191839_66ef5dfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17T19:18:42.583650+00:00,1768677522.583650,INFO,tradebot.tools.kalshi_market_poll,COINBASE_VWAP,COINBASE_VWAP now_ms=%d now_ms_local=%d trades_ingested=%d vwap_count=%d vwap_60s=%s vwap_age_ms=%s cb_bid=%s cb_ask=%s cb_mid=%s,COINBASE_VWAP now_ms=1768677522211 now_ms_local=1768677522211 trades_ingested=100 vwap_count=100 vwap_60s=95333.39 vwap_age_ms=864 cb_bid=95333.99 cb_ask=95334.00 cb_mid=95333.99,1768677522211,1768677522211,100,100,95333.39,864,95333.99,95334.00,95333.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17T19:18:43.836876+00:00,1768677523.836876,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$26.58 portfolio_value=$0.00,26.58,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17T19:18:43.931974+00:00,1768677523.931974,INFO,__main__,,19:18:43Z  KXBTC15M-26JAN171430-30  tte=11m16s  spot=$95333.99  strike=$95361.24  spot_src=coinbase_mid  fee_mode=taker  fee/c=$0.0200  p_up=31.68%  mkt=35.00%  EV_yes=-5.32%  EV_no=0.32%  decision=NO  kelly=0.68%  qty=1,19:18:43Z  KXBTC15M-26JAN171430-30  tte=11m16s  spot=$95333.99  strike=$95361.24  spot_src=coinbase_mid  fee_mode=taker  fee/c=$0.0200  p_up=31.68%  mkt=35.00%  EV_yes=-5.32%  EV_no=0.32%  decision=NO  kelly=0.68%  qty=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17T19:18:43.932379+00:00,1768677523.932379,INFO,__main__,PRED_SNAPSHOT,PRED_SNAPSHOT %s,PRED_SNAPSHOT KXBTC15M-26JAN171430-30,KXBTC15M-26JAN171430-30,,,,,,,,,,,,,,,,,,,,20260117_191839_66ef5dfe,0,,KXBTC15M-26JAN171430-30,,,NO,0.006822942635592285,1,,,95333.995,95361.24,floor_strike,676,,,taker,,,,,0.3168019950389862,0.6831980049610138,0.35,0.66,,,,,,,"{""coinbase_best_ask"": 95334.0, ""coinbase_best_bid"": 95333.99, ""coinbase_mid_usd"": 95333.995, ""coinbase_vwap_60s"": 95333.39059513537, ""coinbase_vwap_age_ms"": 864, ""coinbase_vwap_count"": 100, ""spot_source"": ""coinbase_mid""}",
2026-01-17T19:18:43.932760+00:00,1768677523.932760,INFO,tradebot.tools.order_execution,ENTRY_BLOCK,ENTRY_BLOCK %s side=%s ev_after_fees=%.4f <= min_entry_edge=%.4f,ENTRY_BLOCK KXBTC15M-26JAN171430-30 side=NO ev_after_fees=0.0032 <= min_entry_edge=0.0250,KXBTC15M-26JAN171430-30,NO,0.0031980049610137624,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17T19:18:43.932934+00:00,1768677523.932934,INFO,tradebot.tools.order_execution,ORDER_BLOCK,ORDER_BLOCK %s side=%s reason_block=min_entry_edge,ORDER_BLOCK KXBTC15M-26JAN171430-30 side=NO reason_block=min_entry_edge,KXBTC15M-26JAN171430-30,NO,,,,,,,,,,,,,,,,,,,20260117_191839_66ef5dfe,0,,KXBTC15M-26JAN171430-30,NO,,,,,,,,,,,,,,,,,0.0031980049610137624,,,,,min_entry_edge,,,,,,,
2026-01-17T19:18:54.716402+00:00,1768677534.716402,INFO,tradebot.tools.kalshi_market_poll,COINBASE_VWAP,COINBASE_VWAP now_ms=%d now_ms_local=%d trades_ingested=%d vwap_count=%d vwap_60s=%s vwap_age_ms=%s cb_bid=%s cb_ask=%s cb_mid=%s,COINBASE_VWAP now_ms=1768677534361 now_ms_local=1768677534361 trades_ingested=0 vwap_count=100 vwap_60s=95333.39 vwap_age_ms=13014 cb_bid=95333.99 cb_ask=95334.00 cb_mid=95333.99,1768677534361,1768677534361,0,100,95333.39,13014,95333.99,95334.00,95333.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17T19:18:55.610418+00:00,1768677535.610418,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$26.58 portfolio_value=$0.00,26.58,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17T19:18:55.665674+00:00,1768677535.665674,INFO,__main__,,19:18:55Z  KXBTC15M-26JAN171430-30  tte=11m04s  spot=$95333.99  strike=$95361.24  spot_src=coinbase_mid  fee_mode=taker  fee/c=-  p_up=31.68%  mkt=33.00%  EV_yes=-3.32%  EV_no=-1.68%  decision=-  kelly=-  qty=-,19:18:55Z  KXBTC15M-26JAN171430-30  tte=11m04s  spot=$95333.99  strike=$95361.24  spot_src=coinbase_mid  fee_mode=taker  fee/c=-  p_up=31.68%  mkt=33.00%  EV_yes=-3.32%  EV_no=-1.68%  decision=-  kelly=-  qty=-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17T19:18:55.666070+00:00,1768677535.666070,INFO,__main__,PRED_SNAPSHOT,PRED_SNAPSHOT %s,PRED_SNAPSHOT KXBTC15M-26JAN171430-30,KXBTC15M-26JAN171430-30,,,,,,,,,,,,,,,,,,,,20260117_191839_66ef5dfe,1,,KXBTC15M-26JAN171430-30,,,,,,,,95333.995,95361.24,floor_strike,664,,,taker,,,,,0.3168019950389862,0.6831980049610138,0.33,0.68,,,,,,,"{""coinbase_best_ask"": 95334.0, ""coinbase_best_bid"": 95333.99, ""coinbase_mid_usd"": 95333.995, ""coinbase_vwap_60s"": 95333.39059513537, ""coinbase_vwap_age_ms"": 13014, ""coinbase_vwap_count"": 100, ""spot_source"": ""coinbase_mid""}",
2026-01-17T19:19:02.658305+00:00,1768677542.658305,INFO,tradebot.tools.kalshi_market_poll,COINBASE_VWAP,COINBASE_VWAP now_ms=%d now_ms_local=%d trades_ingested=%d vwap_count=%d vwap_60s=%s vwap_age_ms=%s cb_bid=%s cb_ask=%s cb_mid=%s,COINBASE_VWAP now_ms=1768677542299 now_ms_local=1768677542299 trades_ingested=68 vwap_count=168 vwap_60s=95333.72 vwap_age_ms=1555 cb_bid=95333.99 cb_ask=95334.00 cb_mid=95333.99,1768677542299,1768677542299,68,168,95333.72,1555,95333.99,95334.00,95333.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17T19:19:03.553175+00:00,1768677543.553175,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$26.58 portfolio_value=$0.00,26.58,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17T19:19:03.600276+00:00,1768677543.600276,INFO,__main__,,19:19:03Z  KXBTC15M-26JAN171430-30  tte=10m56s  spot=$95333.99  strike=$95361.24  spot_src=coinbase_mid  fee_mode=taker  fee/c=-  p_up=31.17%  mkt=31.00%  EV_yes=-1.83%  EV_no=-3.17%  decision=-  kelly=-  qty=-,19:19:03Z  KXBTC15M-26JAN171430-30  tte=10m56s  spot=$95333.99  strike=$95361.24  spot_src=coinbase_mid  fee_mode=taker  fee/c=-  p_up=31.17%  mkt=31.00%  EV_yes=-1.83%  EV_no=-3.17%  decision=-  kelly=-  qty=-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17T19:19:03.600660+00:00,1768677543.600660,INFO,__main__,PRED_SNAPSHOT,PRED_SNAPSHOT %s,PRED_SNAPSHOT KXBTC15M-26JAN171430-30,KXBTC15M-26JAN171430-30,,,,,,,,,,,,,,,,,,,,20260117_191839_66ef5dfe,2,,KXBTC15M-26JAN171430-30,,,,,,,,95333.995,95361.24,floor_strike,656,,,taker,,,,,0.3116854429244995,0.6883145570755005,0.31,0.7,,,,,,,"{""coinbase_best_ask"": 95334.0, ""coinbase_best_bid"": 95333.99, ""coinbase_mid_usd"": 95333.995, ""coinbase_vwap_60s"": 95333.72018068691, ""coinbase_vwap_age_ms"": 1555, ""coinbase_vwap_count"": 168, ""spot_source"": ""coinbase_mid""}",
2026-01-17T19:19:10.123196+00:00,1768677550.123196,INFO,tradebot.tools.kalshi_market_poll,COINBASE_VWAP,COINBASE_VWAP now_ms=%d now_ms_local=%d trades_ingested=%d vwap_count=%d vwap_60s=%s vwap_age_ms=%s cb_bid=%s cb_ask=%s cb_mid=%s,COINBASE_VWAP now_ms=1768677549472 now_ms_local=1768677549472 trades_ingested=14 vwap_count=182 vwap_60s=95333.72 vwap_age_ms=1519 cb_bid=95333.99 cb_ask=95334.00 cb_mid=95333.99,1768677549472,1768677549472,14,182,95333.72,1519,95333.99,95334.00,95333.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17T19:19:11.062546+00:00,1768677551.062546,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$26.58 portfolio_value=$0.00,26.58,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17T19:19:11.116149+00:00,1768677551.116149,INFO,__main__,,19:19:10Z  KXBTC15M-26JAN171430-30  tte=10m49s  spot=$95333.99  strike=$95361.24  spot_src=coinbase_mid  fee_mode=taker  fee/c=-  p_up=31.17%  mkt=30.00%  EV_yes=-0.83%  EV_no=-4.17%  decision=-  kelly=-  qty=-,19:19:10Z  KXBTC15M-26JAN171430-30  tte=10m49s  spot=$95333.99  strike=$95361.24  spot_src=coinbase_mid  fee_mode=taker  fee/c=-  p_up=31.17%  mkt=30.00%  EV_yes=-0.83%  EV_no=-4.17%  decision=-  kelly=-  qty=-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17T19:19:11.116615+00:00,1768677551.116615,INFO,__main__,PRED_SNAPSHOT,PRED_SNAPSHOT %s,PRED_SNAPSHOT KXBTC15M-26JAN171430-30,KXBTC15M-26JAN171430-30,,,,,,,,,,,,,,,,,,,,20260117_191839_66ef5dfe,3,,KXBTC15M-26JAN171430-30,,,,,,,,95333.995,95361.24,floor_strike,649,,,taker,,,,,0.3116854429244995,0.6883145570755005,0.3,0.71,,,,,,,"{""coinbase_best_ask"": 95334.0, ""coinbase_best_bid"": 95333.99, ""coinbase_mid_usd"": 95333.995, ""coinbase_vwap_60s"": 95333.72058765359, ""coinbase_vwap_age_ms"": 1519, ""coinbase_vwap_count"": 182, ""spot_source"": ""coinbase_mid""}",
2026-01-17T19:19:21.605769+00:00,1768677561.605769,INFO,tradebot.tools.kalshi_market_poll,COINBASE_VWAP,COINBASE_VWAP now_ms=%d now_ms_local=%d trades_ingested=%d vwap_count=%d vwap_60s=%s vwap_age_ms=%s cb_bid=%s cb_ask=%s cb_mid=%s,COINBASE_VWAP now_ms=1768677561248 now_ms_local=1768677561248 trades_ingested=17 vwap_count=199 vwap_60s=95333.72 vwap_age_ms=4905 cb_bid=95333.99 cb_ask=95334.00 cb_mid=95333.99,1768677561248,1768677561248,17,199,95333.72,4905,95333.99,95334.00,95333.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17T19:19:22.675480+00:00,1768677562.675480,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$26.58 portfolio_value=$0.00,26.58,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
