ts_utc_iso,ts_epoch,level,logger,message,exception
2026-01-14T16:48:19.402306+00:00,1768409299.402306,INFO,__main__,CSV_LOG enabled path=runs\btc15m_live_20260114_164819.csv,
2026-01-14T16:48:22.280637+00:00,1768409302.280637,INFO,__main__,BALANCE available=$23.66 portfolio_value=$0.00,
2026-01-14T16:48:22.334424+00:00,1768409302.334424,INFO,__main__,16:48:21Z  KXBTC15M-26JAN141200-00  tte=11m38s  spot=$97662.36  strike=$97524.78  fee_mode=taker  fee/c=-  p_up=73.44%  mkt=76.00%  EV_yes=-4.56%  EV_no=-3.44%  decision=-  kelly=-  qty=-,
2026-01-14T16:48:28.220586+00:00,1768409308.220586,INFO,__main__,BALANCE available=$23.66 portfolio_value=$0.00,
2026-01-14T16:48:28.277705+00:00,1768409308.277705,INFO,__main__,16:48:27Z  KXBTC15M-26JAN141200-00  tte=11m32s  spot=$97634.03  strike=$97524.78  fee_mode=taker  fee/c=$0.0200  p_up=66.74%  mkt=72.00%  EV_yes=-7.26%  EV_no=0.26%  decision=NO  kelly=0.33%  qty=0,
2026-01-14T16:48:34.179936+00:00,1768409314.179936,INFO,__main__,BALANCE available=$23.66 portfolio_value=$0.00,
2026-01-14T16:48:34.231619+00:00,1768409314.231619,INFO,__main__,16:48:33Z  KXBTC15M-26JAN141200-00  tte=11m26s  spot=$97613.75  strike=$97524.78  fee_mode=taker  fee/c=$0.0200  p_up=62.53%  mkt=72.00%  EV_yes=-11.47%  EV_no=4.47%  decision=NO  kelly=0.94%  qty=0,
2026-01-14T16:48:40.093136+00:00,1768409320.093136,INFO,__main__,BALANCE available=$23.66 portfolio_value=$0.00,
2026-01-14T16:48:40.145667+00:00,1768409320.145667,INFO,__main__,16:48:39Z  KXBTC15M-26JAN141200-00  tte=11m20s  spot=$97612.28  strike=$97524.78  fee_mode=taker  fee/c=$0.0200  p_up=62.53%  mkt=68.00%  EV_yes=-7.47%  EV_no=2.47%  decision=NO  kelly=0.67%  qty=0,
2026-01-14T16:48:46.048930+00:00,1768409326.048930,INFO,__main__,BALANCE available=$23.66 portfolio_value=$0.00,
2026-01-14T16:48:46.102565+00:00,1768409326.102565,INFO,__main__,16:48:45Z  KXBTC15M-26JAN141200-00  tte=11m14s  spot=$97599.74  strike=$97524.78  fee_mode=taker  fee/c=$0.0200  p_up=61.65%  mkt=67.00%  EV_yes=-7.35%  EV_no=0.35%  decision=NO  kelly=0.37%  qty=0,
2026-01-14T16:48:52.152194+00:00,1768409332.152194,INFO,__main__,BALANCE available=$23.66 portfolio_value=$0.00,
2026-01-14T16:48:52.207084+00:00,1768409332.207084,INFO,__main__,16:48:51Z  KXBTC15M-26JAN141200-00  tte=11m08s  spot=$97570.09  strike=$97524.78  fee_mode=taker  fee/c=$0.0200  p_up=58.22%  mkt=63.00%  EV_yes=-6.78%  EV_no=0.78%  decision=NO  kelly=0.46%  qty=0,
2026-01-14T16:48:58.122374+00:00,1768409338.122374,INFO,__main__,BALANCE available=$23.66 portfolio_value=$0.00,
2026-01-14T16:48:58.175343+00:00,1768409338.175343,INFO,__main__,16:48:57Z  KXBTC15M-26JAN141200-00  tte=11m02s  spot=$97574.00  strike=$97524.78  fee_mode=taker  fee/c=-  p_up=58.38%  mkt=63.00%  EV_yes=-6.62%  EV_no=-1.38%  decision=-  kelly=-  qty=-,
2026-01-14T16:49:04.324059+00:00,1768409344.324059,INFO,__main__,BALANCE available=$23.66 portfolio_value=$0.00,
2026-01-14T16:49:04.376548+00:00,1768409344.376548,INFO,__main__,16:49:03Z  KXBTC15M-26JAN141200-00  tte=10m56s  spot=$97513.84  strike=$97524.78  fee_mode=taker  fee/c=-  p_up=47.69%  mkt=51.00%  EV_yes=-5.31%  EV_no=-0.69%  decision=-  kelly=-  qty=-,
2026-01-14T16:49:10.317250+00:00,1768409350.317250,INFO,__main__,BALANCE available=$23.66 portfolio_value=$0.00,
2026-01-14T16:49:10.369355+00:00,1768409350.369355,INFO,__main__,16:49:09Z  KXBTC15M-26JAN141200-00  tte=10m50s  spot=$97477.51  strike=$97524.78  fee_mode=taker  fee/c=-  p_up=38.96%  mkt=44.00%  EV_yes=-7.04%  EV_no=-0.96%  decision=-  kelly=-  qty=-,
2026-01-14T16:49:16.335500+00:00,1768409356.335500,INFO,__main__,BALANCE available=$23.66 portfolio_value=$0.00,
2026-01-14T16:49:16.385302+00:00,1768409356.385302,INFO,__main__,16:49:15Z  KXBTC15M-26JAN141200-00  tte=10m44s  spot=$97470.01  strike=$97524.78  fee_mode=taker  fee/c=$0.0200  p_up=36.42%  mkt=42.00%  EV_yes=-7.58%  EV_no=1.58%  decision=NO  kelly=0.89%  qty=0,
2026-01-14T16:49:22.666946+00:00,1768409362.666946,INFO,__main__,BALANCE available=$23.66 portfolio_value=$0.00,
2026-01-14T16:49:22.719048+00:00,1768409362.719048,INFO,__main__,16:49:22Z  KXBTC15M-26JAN141200-00  tte=10m37s  spot=$97478.32  strike=$97524.78  fee_mode=taker  fee/c=-  p_up=38.96%  mkt=42.00%  EV_yes=-5.04%  EV_no=-1.96%  decision=-  kelly=-  qty=-,
2026-01-14T16:49:28.681801+00:00,1768409368.681801,INFO,__main__,BALANCE available=$23.66 portfolio_value=$0.00,
