ts_utc_iso,ts_epoch,level,logger,event,msg_template,message,arg0,arg1,arg2,arg3,arg4,arg5,arg6,arg7,arg8,arg9,arg10,arg11,arg12,arg13,arg14,arg15,arg16,arg17,arg18,arg19,run_id,poll_id,path,ticker,side,action,decision,kelly_fraction,qty,price_cents,price_dollars,spot_usd,strike_usd,strike_src,tte_s,mode,time_in_force,fee_assumption,fee_per_contract,bankroll_usd,portfolio_value_usd,ev_after_fees,p_yes,p_no,market_p_yes,market_p_no,reason,order_id,diff_pct,max_pct,error,error_type,fields_json,exception
2026-01-18T01:07:27.746129+00:00,1768698447.746129,INFO,__main__,CSV_LOG,CSV_LOG enabled path=%s run_id=%s,CSV_LOG enabled path=runs\btc15m_live_v2_20260118_010727.csv run_id=20260118_010727_fe7f89e2,runs\btc15m_live_v2_20260118_010727.csv,20260118_010727_fe7f89e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T01:07:31.056250+00:00,1768698451.056250,INFO,tradebot.tools.kalshi_market_poll,EXCHANGE_PRICES,EXCHANGE_PRICES cb_mid=%s kr_mid=%s composite=%s diff=%s,EXCHANGE_PRICES cb_mid=94910.01 kr_mid=94931.85 composite=94920.93 diff=-21.85,94910.01,94931.85,94920.93,-21.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T01:07:31.056491+00:00,1768698451.056491,INFO,tradebot.tools.kalshi_market_poll,COINBASE_VWAP,COINBASE_VWAP now_ms=%d now_ms_local=%d trades_ingested=%d vwap_count=%d vwap_60s=%s vwap_age_ms=%s cb_bid=%s cb_ask=%s cb_mid=%s,COINBASE_VWAP now_ms=1768698450205 now_ms_local=1768698450205 trades_ingested=100 vwap_count=100 vwap_60s=94908.55 vwap_age_ms=478 cb_bid=94910.00 cb_ask=94910.01 cb_mid=94910.01,1768698450205,1768698450205,100,100,94908.55,478,94910.00,94910.01,94910.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T01:07:31.799939+00:00,1768698451.799939,INFO,tradebot.tools.kalshi_market_poll,MARKET_FILTER,MARKET_FILTER series=%s status_matched=%d valid=%d skipped=%s horizon=%dm min_tte=%ds,"MARKET_FILTER series=KXBTC15M status_matched=100 valid=0 skipped={'no_cutoff': 0, 'expired': 0, 'too_far': 100, 'min_tte': 0} horizon=60m min_tte=30s",KXBTC15M,100,0,"{'no_cutoff': 0, 'expired': 0, 'too_far': 100, 'min_tte': 0}",60,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T01:07:31.800245+00:00,1768698451.800245,INFO,__main__,,No active markets found,No active markets found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T01:07:41.385215+00:00,1768698461.385215,INFO,tradebot.tools.kalshi_market_poll,EXCHANGE_PRICES,EXCHANGE_PRICES cb_mid=%s kr_mid=%s composite=%s diff=%s,EXCHANGE_PRICES cb_mid=94908.01 kr_mid=94931.85 composite=94919.93 diff=-23.85,94908.01,94931.85,94919.93,-23.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T01:07:41.385437+00:00,1768698461.385437,INFO,tradebot.tools.kalshi_market_poll,COINBASE_VWAP,COINBASE_VWAP now_ms=%d now_ms_local=%d trades_ingested=%d vwap_count=%d vwap_60s=%s vwap_age_ms=%s cb_bid=%s cb_ask=%s cb_mid=%s,COINBASE_VWAP now_ms=1768698460672 now_ms_local=1768698460672 trades_ingested=40 vwap_count=140 vwap_60s=94908.64 vwap_age_ms=3679 cb_bid=94908.00 cb_ask=94908.01 cb_mid=94908.01,1768698460672,1768698460672,40,140,94908.64,3679,94908.00,94908.01,94908.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T01:07:41.802890+00:00,1768698461.802890,INFO,tradebot.tools.kalshi_market_poll,MARKET_FILTER,MARKET_FILTER series=%s status_matched=%d valid=%d skipped=%s horizon=%dm min_tte=%ds,"MARKET_FILTER series=KXBTC15M status_matched=100 valid=0 skipped={'no_cutoff': 0, 'expired': 0, 'too_far': 100, 'min_tte': 0} horizon=60m min_tte=30s",KXBTC15M,100,0,"{'no_cutoff': 0, 'expired': 0, 'too_far': 100, 'min_tte': 0}",60,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T01:07:41.803192+00:00,1768698461.803192,INFO,__main__,,No active markets found,No active markets found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T01:07:50.266736+00:00,1768698470.266736,INFO,tradebot.tools.kalshi_market_poll,EXCHANGE_PRICES,EXCHANGE_PRICES cb_mid=%s kr_mid=%s composite=%s diff=%s,EXCHANGE_PRICES cb_mid=94908.01 kr_mid=94931.85 composite=94919.93 diff=-23.85,94908.01,94931.85,94919.93,-23.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
