ts_utc_iso,ts_epoch,level,logger,message,exception
2026-01-14T15:40:02.773807+00:00,1768405202.773807,INFO,__main__,CSV_LOG enabled path=runs\btc15m_live_20260114_154002.csv,
2026-01-14T15:40:05.924315+00:00,1768405205.924315,INFO,__main__,BALANCE available=$24.04 portfolio_value=$0.00,
2026-01-14T15:40:05.978861+00:00,1768405205.978861,INFO,__main__,15:40:05Z  KXBTC15M-26JAN141045-45  tte=4m54s  spot=$96500.00  strike=$96840.59  fee_mode=taker  fee/c=$0.0100  p_up=2.18%  mkt=5.00%  EV_yes=-3.82%  EV_no=0.82%  decision=NO  kelly=4.55%  qty=1,
2026-01-14T15:40:05.979214+00:00,1768405205.979214,INFO,tradebot.tools.order_execution,ENTRY_BLOCK KXBTC15M-26JAN141045-45 side=NO ev_after_fees=0.0082 <= min_entry_edge=0.0250,
2026-01-14T15:40:11.945466+00:00,1768405211.945466,INFO,__main__,BALANCE available=$24.04 portfolio_value=$0.00,
2026-01-14T15:40:11.997002+00:00,1768405211.997002,INFO,__main__,15:40:11Z  KXBTC15M-26JAN141045-45  tte=4m48s  spot=$96482.01  strike=$96840.59  fee_mode=taker  fee/c=-  p_up=2.19%  mkt=5.00%  EV_yes=-3.81%  EV_no=-0.19%  decision=-  kelly=-  qty=-,
2026-01-14T15:40:17.881796+00:00,1768405217.881796,INFO,__main__,BALANCE available=$24.04 portfolio_value=$0.00,
2026-01-14T15:40:17.934285+00:00,1768405217.934285,INFO,__main__,15:40:17Z  KXBTC15M-26JAN141045-45  tte=4m42s  spot=$96484.01  strike=$96840.59  fee_mode=taker  fee/c=-  p_up=2.19%  mkt=5.00%  EV_yes=-3.81%  EV_no=-0.19%  decision=-  kelly=-  qty=-,
2026-01-14T15:40:23.827507+00:00,1768405223.827507,INFO,__main__,BALANCE available=$24.04 portfolio_value=$0.00,
2026-01-14T15:40:23.885294+00:00,1768405223.885294,INFO,__main__,15:40:23Z  KXBTC15M-26JAN141045-45  tte=4m36s  spot=$96478.01  strike=$96840.59  fee_mode=taker  fee/c=-  p_up=2.19%  mkt=5.00%  EV_yes=-3.81%  EV_no=-0.19%  decision=-  kelly=-  qty=-,
2026-01-14T15:40:30.092678+00:00,1768405230.092678,INFO,__main__,BALANCE available=$24.04 portfolio_value=$0.00,
2026-01-14T15:40:30.144958+00:00,1768405230.144958,INFO,__main__,15:40:29Z  KXBTC15M-26JAN141045-45  tte=4m30s  spot=$96502.01  strike=$96840.59  fee_mode=taker  fee/c=-  p_up=2.18%  mkt=5.00%  EV_yes=-3.82%  EV_no=-0.18%  decision=-  kelly=-  qty=-,
2026-01-14T15:40:36.105561+00:00,1768405236.105561,INFO,__main__,BALANCE available=$24.04 portfolio_value=$0.00,
2026-01-14T15:40:36.164005+00:00,1768405236.164005,INFO,__main__,15:40:35Z  KXBTC15M-26JAN141045-45  tte=4m24s  spot=$96508.02  strike=$96840.59  fee_mode=taker  fee/c=-  p_up=2.21%  mkt=5.00%  EV_yes=-3.79%  EV_no=-0.21%  decision=-  kelly=-  qty=-,
2026-01-14T15:40:42.125537+00:00,1768405242.125537,INFO,__main__,BALANCE available=$24.04 portfolio_value=$0.00,
2026-01-14T15:40:42.175368+00:00,1768405242.175368,INFO,__main__,15:40:41Z  KXBTC15M-26JAN141045-45  tte=4m18s  spot=$96497.99  strike=$96840.59  fee_mode=taker  fee/c=-  p_up=2.18%  mkt=5.00%  EV_yes=-3.82%  EV_no=-0.18%  decision=-  kelly=-  qty=-,
2026-01-14T15:40:48.048959+00:00,1768405248.048959,INFO,__main__,BALANCE available=$24.04 portfolio_value=$0.00,
2026-01-14T15:40:48.099543+00:00,1768405248.099543,INFO,__main__,15:40:47Z  KXBTC15M-26JAN141045-45  tte=4m12s  spot=$96491.28  strike=$96840.59  fee_mode=taker  fee/c=-  p_up=2.19%  mkt=5.00%  EV_yes=-3.81%  EV_no=-0.19%  decision=-  kelly=-  qty=-,
2026-01-14T15:40:54.088607+00:00,1768405254.088607,INFO,__main__,BALANCE available=$24.04 portfolio_value=$0.00,
2026-01-14T15:40:54.147128+00:00,1768405254.147128,INFO,__main__,15:40:53Z  KXBTC15M-26JAN141045-45  tte=4m06s  spot=$96497.00  strike=$96840.59  fee_mode=taker  fee/c=-  p_up=2.18%  mkt=5.00%  EV_yes=-3.82%  EV_no=-0.18%  decision=-  kelly=-  qty=-,
2026-01-14T15:41:00.059699+00:00,1768405260.059699,INFO,__main__,BALANCE available=$24.04 portfolio_value=$0.00,
