ts_utc_iso,ts_epoch,level,logger,message,exception
2026-01-14T16:15:11.657465+00:00,1768407311.657465,INFO,__main__,CSV_LOG enabled path=runs\btc15m_live_20260114_161511.csv,
2026-01-14T16:15:14.514153+00:00,1768407314.514153,INFO,__main__,BALANCE available=$24.31 portfolio_value=$0.00,
2026-01-14T16:15:14.567162+00:00,1768407314.567162,INFO,__main__,16:15:14Z  KXBTC15M-26JAN141130-30  tte=14m45s  spot=$97443.18  strike=$2026.00  fee_mode=taker  fee/c=$0.0200  p_up=92.94%  mkt=55.00%  EV_yes=35.94%  EV_no=-54.94%  decision=YES  kelly=8.43%  qty=3,
2026-01-14T16:15:14.567506+00:00,1768407314.567506,INFO,tradebot.tools.order_execution,TTE_BLOCK KXBTC15M-26JAN141130-30 tte=885s > max_tte=840s,
2026-01-14T16:15:20.648472+00:00,1768407320.648472,INFO,__main__,BALANCE available=$24.31 portfolio_value=$0.00,
2026-01-14T16:15:20.704061+00:00,1768407320.704061,INFO,__main__,16:15:20Z  KXBTC15M-26JAN141130-30  tte=14m39s  spot=$97471.26  strike=$2026.00  fee_mode=taker  fee/c=$0.0200  p_up=92.94%  mkt=60.00%  EV_yes=30.94%  EV_no=-39.94%  decision=YES  kelly=8.24%  qty=3,
2026-01-14T16:15:20.704350+00:00,1768407320.704350,INFO,tradebot.tools.order_execution,TTE_BLOCK KXBTC15M-26JAN141130-30 tte=879s > max_tte=840s,
2026-01-14T16:15:26.663113+00:00,1768407326.663113,INFO,__main__,BALANCE available=$24.31 portfolio_value=$0.00,
2026-01-14T16:15:26.716682+00:00,1768407326.716682,INFO,__main__,16:15:26Z  KXBTC15M-26JAN141130-30  tte=14m33s  spot=$97454.36  strike=$2026.00  fee_mode=taker  fee/c=$0.0200  p_up=92.94%  mkt=60.00%  EV_yes=30.94%  EV_no=-39.94%  decision=YES  kelly=8.24%  qty=3,
2026-01-14T16:15:26.716968+00:00,1768407326.716968,INFO,tradebot.tools.order_execution,TTE_BLOCK KXBTC15M-26JAN141130-30 tte=873s > max_tte=840s,
2026-01-14T16:15:32.705496+00:00,1768407332.705496,INFO,__main__,BALANCE available=$24.31 portfolio_value=$0.00,
2026-01-14T16:15:32.756002+00:00,1768407332.756002,INFO,__main__,16:15:32Z  KXBTC15M-26JAN141130-30  tte=14m27s  spot=$97447.94  strike=$2026.00  fee_mode=taker  fee/c=$0.0200  p_up=94.56%  mkt=60.00%  EV_yes=32.56%  EV_no=-41.56%  decision=YES  kelly=8.64%  qty=3,
2026-01-14T16:15:32.756296+00:00,1768407332.756296,INFO,tradebot.tools.order_execution,TTE_BLOCK KXBTC15M-26JAN141130-30 tte=867s > max_tte=840s,
2026-01-14T16:15:38.658341+00:00,1768407338.658341,INFO,__main__,BALANCE available=$24.31 portfolio_value=$0.00,
2026-01-14T16:15:38.719194+00:00,1768407338.719194,INFO,__main__,16:15:38Z  KXBTC15M-26JAN141130-30  tte=14m21s  spot=$97462.88  strike=$2026.00  fee_mode=taker  fee/c=$0.0200  p_up=94.56%  mkt=59.00%  EV_yes=33.56%  EV_no=-41.56%  decision=YES  kelly=8.67%  qty=3,
2026-01-14T16:15:38.719472+00:00,1768407338.719472,INFO,tradebot.tools.order_execution,TTE_BLOCK KXBTC15M-26JAN141130-30 tte=861s > max_tte=840s,
2026-01-14T16:15:44.664195+00:00,1768407344.664195,INFO,__main__,BALANCE available=$24.31 portfolio_value=$0.00,
2026-01-14T16:15:44.715786+00:00,1768407344.715786,INFO,__main__,16:15:44Z  KXBTC15M-26JAN141130-30  tte=14m15s  spot=$97458.01  strike=$97420.60  fee_mode=taker  fee/c=$0.0200  p_up=48.69%  mkt=59.00%  EV_yes=-12.31%  EV_no=4.31%  decision=NO  kelly=1.15%  qty=0,
2026-01-14T16:15:50.674215+00:00,1768407350.674215,INFO,__main__,BALANCE available=$24.31 portfolio_value=$0.00,
2026-01-14T16:15:50.725468+00:00,1768407350.725468,INFO,__main__,16:15:50Z  KXBTC15M-26JAN141130-30  tte=14m09s  spot=$97452.23  strike=$97420.60  fee_mode=taker  fee/c=$0.0200  p_up=48.35%  mkt=59.00%  EV_yes=-12.65%  EV_no=3.65%  decision=NO  kelly=1.05%  qty=0,
2026-01-14T16:15:56.727485+00:00,1768407356.727485,INFO,__main__,BALANCE available=$24.31 portfolio_value=$0.00,
2026-01-14T16:15:56.791843+00:00,1768407356.791843,INFO,__main__,16:15:56Z  KXBTC15M-26JAN141130-30  tte=14m03s  spot=$97436.01  strike=$97420.60  fee_mode=taker  fee/c=$0.0200  p_up=44.79%  mkt=56.00%  EV_yes=-13.21%  EV_no=4.21%  decision=NO  kelly=1.22%  qty=0,
2026-01-14T16:16:02.649962+00:00,1768407362.649962,INFO,__main__,BALANCE available=$24.31 portfolio_value=$0.00,
2026-01-14T16:16:02.704742+00:00,1768407362.704742,INFO,__main__,16:16:02Z  KXBTC15M-26JAN141130-30  tte=13m57s  spot=$97415.66  strike=$97420.60  fee_mode=taker  fee/c=$0.0200  p_up=40.92%  mkt=51.00%  EV_yes=-12.08%  EV_no=6.08%  decision=NO  kelly=1.65%  qty=0,
2026-01-14T16:16:08.680535+00:00,1768407368.680535,INFO,__main__,BALANCE available=$24.31 portfolio_value=$0.00,
2026-01-14T16:16:08.732909+00:00,1768407368.732909,INFO,__main__,16:16:08Z  KXBTC15M-26JAN141130-30  tte=13m51s  spot=$97447.94  strike=$97420.60  fee_mode=taker  fee/c=$0.0200  p_up=46.50%  mkt=54.00%  EV_yes=-9.50%  EV_no=4.50%  decision=NO  kelly=1.23%  qty=0,
2026-01-14T16:16:14.708401+00:00,1768407374.708401,INFO,__main__,BALANCE available=$24.31 portfolio_value=$0.00,
