ts_utc_iso,ts_epoch,level,logger,event,msg_template,message,arg0,arg1,arg2,arg3,arg4,arg5,arg6,arg7,arg8,arg9,arg10,arg11,arg12,arg13,arg14,arg15,arg16,arg17,arg18,arg19,run_id,poll_id,path,ticker,side,action,decision,kelly_fraction,qty,price_cents,price_dollars,spot_usd,strike_usd,strike_src,tte_s,mode,time_in_force,fee_assumption,fee_per_contract,bankroll_usd,portfolio_value_usd,ev_after_fees,p_yes,p_no,market_p_yes,market_p_no,reason,order_id,diff_pct,max_pct,error,error_type,fields_json,exception
2026-01-18T00:17:22.988234+00:00,1768695442.988234,INFO,__main__,CSV_LOG,CSV_LOG enabled path=%s run_id=%s,CSV_LOG enabled path=runs\btc15m_live_v2_20260118_001722.csv run_id=20260118_001722_4a7e3adb,runs\btc15m_live_v2_20260118_001722.csv,20260118_001722_4a7e3adb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T00:17:29.496636+00:00,1768695449.496636,INFO,tradebot.tools.kalshi_market_poll,EXCHANGE_PRICES,EXCHANGE_PRICES cb_mid=%s kr_mid=%s composite=%s diff=%s,EXCHANGE_PRICES cb_mid=95192.70 kr_mid=95180.85 composite=95186.77 diff=+11.85,95192.70,95180.85,95186.77,+11.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T00:17:29.496920+00:00,1768695449.496920,INFO,tradebot.tools.kalshi_market_poll,COINBASE_VWAP,COINBASE_VWAP now_ms=%d now_ms_local=%d trades_ingested=%d vwap_count=%d vwap_60s=%s vwap_age_ms=%s cb_bid=%s cb_ask=%s cb_mid=%s,COINBASE_VWAP now_ms=1768695448456 now_ms_local=1768695448456 trades_ingested=100 vwap_count=100 vwap_60s=95185.71 vwap_age_ms=2909 cb_bid=95192.69 cb_ask=95192.70 cb_mid=95192.70,1768695448456,1768695448456,100,100,95185.71,2909,95192.69,95192.70,95192.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T00:17:31.340441+00:00,1768695451.340441,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$19.73 portfolio_value=$0.00,19.73,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T00:17:31.396642+00:00,1768695451.396642,INFO,__main__,,00:17:30Z  KXBTC15M-26JAN171930-30  tte=12m29s  spot=$95192.70  strike=$95152.55  spot_src=coinbase_mid  fee_mode=taker  fee/c=$0.0200  p_up=63.69%  mkt=74.00%  EV_yes=-12.31%  EV_no=7.31%  decision=NO  kelly=1.28%  qty=1,00:17:30Z  KXBTC15M-26JAN171930-30  tte=12m29s  spot=$95192.70  strike=$95152.55  spot_src=coinbase_mid  fee_mode=taker  fee/c=$0.0200  p_up=63.69%  mkt=74.00%  EV_yes=-12.31%  EV_no=7.31%  decision=NO  kelly=1.28%  qty=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T00:17:31.396946+00:00,1768695451.396946,INFO,__main__,PRED_SNAPSHOT,PRED_SNAPSHOT %s,PRED_SNAPSHOT KXBTC15M-26JAN171930-30,KXBTC15M-26JAN171930-30,,,,,,,,,,,,,,,,,,,,20260118_001722_4a7e3adb,0,,KXBTC15M-26JAN171930-30,,,NO,0.012756044570713826,1,,,95192.695,95152.55,floor_strike,749,,,taker,,,,,0.6368808746337891,0.36311912536621094,0.74,0.27,,,,,,,"{""coinbase_best_ask"": 95192.7, ""coinbase_best_bid"": 95192.69, ""coinbase_mid_usd"": 95192.695, ""coinbase_vwap_60s"": 95185.7133985017, ""coinbase_vwap_age_ms"": 2909, ""coinbase_vwap_count"": 100, ""spot_source"": ""coinbase_mid""}",
2026-01-18T00:17:31.397339+00:00,1768695451.397339,INFO,tradebot.tools.order_execution,ORDER,ORDER %s %s qty=%d @ %dc ($%.2f) mode=%s fee_assumption=%s spot=%s strike=%s EV_after_fees=%.3f%% exp_profit=$%.2f exp_fee_total=$%.2f exp_fee_per_contract=$%.4f exp_cost=$%.2f tte=%ss,ORDER KXBTC15M-26JAN171930-30 NO qty=1 @ 27c ($0.27) mode=taker_ioc fee_assumption=taker spot=$95192.70 strike=$95152.55 EV_after_fees=7.312% exp_profit=$0.07 exp_fee_total=$0.02 exp_fee_per_contract=$0.0200 exp_cost=$0.29 tte=749s,KXBTC15M-26JAN171930-30,NO,1,27,0.27,taker_ioc,taker,$95192.70,$95152.55,7.311912536621092,0.07311912536621092,0.02,0.02,0.29000000000000004,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T00:17:31.397567+00:00,1768695451.397567,INFO,tradebot.tools.order_execution,ORDER_ATTEMPT,ORDER_ATTEMPT %s side=%s qty=%d @ %dc mode=%s,ORDER_ATTEMPT KXBTC15M-26JAN171930-30 side=NO qty=1 @ 27c mode=taker_ioc,KXBTC15M-26JAN171930-30,NO,1,27,taker_ioc,,,,,,,,,,,,,,,,20260118_001722_4a7e3adb,0,,KXBTC15M-26JAN171930-30,NO,buy,,,1,27,0.27,95192.7,95152.55,floor_strike,749,taker_ioc,immediate_or_cancel,taker,0.02,,,0.07311912536621092,,,,,,,,,,,,
2026-01-18T00:17:31.452010+00:00,1768695451.452010,INFO,tradebot.tools.order_execution,ORDER_ACK,ORDER_ACK %s side=%s order_id=%s,ORDER_ACK KXBTC15M-26JAN171930-30 side=NO order_id=b02525ac-f7d3-4748-bc50-4ad9654ee300,KXBTC15M-26JAN171930-30,NO,b02525ac-f7d3-4748-bc50-4ad9654ee300,,,,,,,,,,,,,,,,,,20260118_001722_4a7e3adb,0,,KXBTC15M-26JAN171930-30,NO,buy,,,1,27,0.27,,,,,taker_ioc,immediate_or_cancel,,,,,,,,,,,b02525ac-f7d3-4748-bc50-4ad9654ee300,,,,,,
2026-01-18T00:17:44.485057+00:00,1768695464.485057,INFO,tradebot.tools.kalshi_market_poll,EXCHANGE_PRICES,EXCHANGE_PRICES cb_mid=%s kr_mid=%s composite=%s diff=%s,EXCHANGE_PRICES cb_mid=95192.70 kr_mid=95180.85 composite=95186.77 diff=+11.85,95192.70,95180.85,95186.77,+11.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T00:17:44.485373+00:00,1768695464.485373,INFO,tradebot.tools.kalshi_market_poll,COINBASE_VWAP,COINBASE_VWAP now_ms=%d now_ms_local=%d trades_ingested=%d vwap_count=%d vwap_60s=%s vwap_age_ms=%s cb_bid=%s cb_ask=%s cb_mid=%s,COINBASE_VWAP now_ms=1768695463569 now_ms_local=1768695463569 trades_ingested=14 vwap_count=103 vwap_60s=95186.32 vwap_age_ms=4976 cb_bid=95192.69 cb_ask=95192.70 cb_mid=95192.70,1768695463569,1768695463569,14,103,95186.32,4976,95192.69,95192.70,95192.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-18T00:17:45.688045+00:00,1768695465.688045,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$19.44 portfolio_value=$0.26,19.44,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
