ts_utc_iso,ts_epoch,level,logger,message,exception
2026-01-14T06:41:15.401878+00:00,1768372875.401878,INFO,__main__,CSV_LOG enabled path=runs\btc15m_live_20260114_064115.csv,
2026-01-14T06:41:18.227474+00:00,1768372878.227474,INFO,__main__,BALANCE available=$21.50 portfolio_value=$0.21,
2026-01-14T06:41:18.278455+00:00,1768372878.278455,INFO,__main__,06:41:17Z  KXBTC15M-26JAN140145-45  tte=3m42s  spot=$94795.98  strike=$94690.16  fee_mode=taker  fee/c=-  p_up=92.50%  mkt=95.00%  EV_yes=-3.50%  EV_no=-0.50%  decision=-  kelly=-  qty=-,
2026-01-14T06:41:24.138351+00:00,1768372884.138351,INFO,__main__,BALANCE available=$21.50 portfolio_value=$0.21,
2026-01-14T06:41:24.191975+00:00,1768372884.191975,INFO,__main__,06:41:23Z  KXBTC15M-26JAN140145-45  tte=3m36s  spot=$94797.42  strike=$94690.16  fee_mode=taker  fee/c=-  p_up=92.50%  mkt=95.00%  EV_yes=-3.50%  EV_no=-0.50%  decision=-  kelly=-  qty=-,
2026-01-14T06:41:29.990487+00:00,1768372889.990487,INFO,__main__,BALANCE available=$21.50 portfolio_value=$0.21,
2026-01-14T06:41:30.045284+00:00,1768372890.045284,INFO,__main__,06:41:29Z  KXBTC15M-26JAN140145-45  tte=3m30s  spot=$94800.00  strike=$94690.16  fee_mode=taker  fee/c=-  p_up=93.11%  mkt=94.00%  EV_yes=-1.89%  EV_no=-1.11%  decision=-  kelly=-  qty=-,
2026-01-14T06:41:35.861076+00:00,1768372895.861076,INFO,__main__,BALANCE available=$21.50 portfolio_value=$0.21,
2026-01-14T06:41:35.914163+00:00,1768372895.914163,INFO,__main__,06:41:35Z  KXBTC15M-26JAN140145-45  tte=3m24s  spot=$94799.99  strike=$94690.16  fee_mode=taker  fee/c=-  p_up=93.11%  mkt=94.00%  EV_yes=-1.89%  EV_no=-1.11%  decision=-  kelly=-  qty=-,
2026-01-14T06:41:41.717088+00:00,1768372901.717088,INFO,__main__,BALANCE available=$21.50 portfolio_value=$0.18,
2026-01-14T06:41:41.768197+00:00,1768372901.768197,INFO,__main__,06:41:41Z  KXBTC15M-26JAN140145-45  tte=3m18s  spot=$94788.73  strike=$94690.16  fee_mode=taker  fee/c=-  p_up=92.17%  mkt=94.00%  EV_yes=-2.83%  EV_no=-0.17%  decision=-  kelly=-  qty=-,
2026-01-14T06:41:47.581473+00:00,1768372907.581473,INFO,__main__,BALANCE available=$21.50 portfolio_value=$0.18,
2026-01-14T06:41:47.640078+00:00,1768372907.640078,INFO,__main__,06:41:47Z  KXBTC15M-26JAN140145-45  tte=3m12s  spot=$94789.18  strike=$94690.16  fee_mode=taker  fee/c=-  p_up=92.17%  mkt=95.00%  EV_yes=-3.83%  EV_no=-0.17%  decision=-  kelly=-  qty=-,
2026-01-14T06:41:53.603119+00:00,1768372913.603119,INFO,__main__,BALANCE available=$21.50 portfolio_value=$0.18,
2026-01-14T06:41:53.653641+00:00,1768372913.653641,INFO,__main__,06:41:53Z  KXBTC15M-26JAN140145-45  tte=3m06s  spot=$94815.81  strike=$94690.16  fee_mode=taker  fee/c=$0.0100  p_up=94.38%  mkt=97.00%  EV_yes=-3.62%  EV_no=0.62%  decision=NO  kelly=0.17%  qty=0,
2026-01-14T06:41:59.436988+00:00,1768372919.436988,INFO,__main__,BALANCE available=$21.50 portfolio_value=$0.09,
2026-01-14T06:41:59.491971+00:00,1768372919.491971,INFO,__main__,06:41:59Z  KXBTC15M-26JAN140145-45  tte=3m00s  spot=$94809.85  strike=$94690.16  fee_mode=taker  fee/c=$0.0100  p_up=94.27%  mkt=98.00%  EV_yes=-4.73%  EV_no=1.73%  decision=NO  kelly=0.28%  qty=1,
2026-01-14T06:41:59.492214+00:00,1768372919.492214,INFO,tradebot.tools.order_execution,ENTRY_BLOCK KXBTC15M-26JAN140145-45 side=NO ev_after_fees=0.0173 <= min_entry_edge=0.0250,
2026-01-14T06:42:05.360128+00:00,1768372925.360128,INFO,__main__,BALANCE available=$21.50 portfolio_value=$0.18,
2026-01-14T06:42:05.429504+00:00,1768372925.429504,INFO,__main__,06:42:04Z  KXBTC15M-26JAN140145-45  tte=2m55s  spot=$94833.25  strike=$94690.16  fee_mode=taker  fee/c=-  p_up=98.63%  mkt=98.00%  EV_yes=-0.37%  EV_no=-2.63%  decision=-  kelly=-  qty=-,
