ticker,tte_bucket,p_raw,p_cal,market_p_yes,market_p_no,y_true
KXBTC15M-26JAN172300-00,680,0.672991,0.6673,0.81,0.24,1
KXBTC15M-26JAN172300-00,700,0.666756,0.639892,0.79,0.23,1
KXBTC15M-26JAN172300-00,720,0.601674,0.606502,0.81,0.22,1
KXBTC15M-26JAN172315-15,80,0.003153,0.03918,0.01,0.99,0
KXBTC15M-26JAN172315-15,100,0.002159,0.057658,0.01,0.99,0
KXBTC15M-26JAN172315-15,120,0.002159,0.040056,0.01,0.99,0
KXBTC15M-26JAN172315-15,140,0.023161,0.019825,0.01,0.99,0
KXBTC15M-26JAN172315-15,160,0.027711,0.051875,0.09,0.99,0
KXBTC15M-26JAN172315-15,180,0.036435,0.081696,0.07,0.96,0
KXBTC15M-26JAN172315-15,200,0.089274,0.121196,0.08,0.96,0
KXBTC15M-26JAN172315-15,220,0.104069,0.152484,0.05,0.97,0
KXBTC15M-26JAN172315-15,240,0.089274,0.137753,0.08,0.97,0
KXBTC15M-26JAN172315-15,260,0.137222,0.151258,0.11,0.94,0
KXBTC15M-26JAN172315-15,280,0.155608,0.176904,0.09,0.94,0
KXBTC15M-26JAN172315-15,300,0.250359,0.324808,0.19,0.88,0
KXBTC15M-26JAN172315-15,320,0.265628,0.321035,0.17,0.85,0
KXBTC15M-26JAN172315-15,340,0.248018,0.308631,0.16,0.85,0
KXBTC15M-26JAN172315-15,360,0.218267,0.275332,0.19,0.86,0
KXBTC15M-26JAN172315-15,380,0.393862,0.495948,0.35,0.7,0
KXBTC15M-26JAN172315-15,400,0.394704,0.487247,0.3,0.72,0
KXBTC15M-26JAN172315-15,420,0.430394,0.53268,0.35,0.67,0
KXBTC15M-26JAN172315-15,440,0.43366,0.512934,0.35,0.66,0
KXBTC15M-26JAN172315-15,460,0.43366,0.50144,0.35,0.66,0
KXBTC15M-26JAN172315-15,480,0.43366,0.492636,0.35,0.66,0
KXBTC15M-26JAN172315-15,500,0.436322,0.497946,0.36,0.66,0
KXBTC15M-26JAN172315-15,520,0.373423,0.414593,0.39,0.65,0
KXBTC15M-26JAN172315-15,540,0.4242,0.474733,0.39,0.65,0
KXBTC15M-26JAN172315-15,560,0.350166,0.40587,0.4,0.72,0
KXBTC15M-26JAN172315-15,580,0.316893,0.384115,0.32,0.72,0
KXBTC15M-26JAN172315-15,600,0.316163,0.380358,0.22,0.8,0
KXBTC15M-26JAN172315-15,620,0.308172,0.346799,0.22,0.82,0
KXBTC15M-26JAN172315-15,640,0.328914,0.352762,0.29,0.84,0
KXBTC15M-26JAN172315-15,660,0.328914,0.369845,0.21,0.8,0
KXBTC15M-26JAN172315-15,680,0.32977,0.37929,0.26,0.78,0
KXBTC15M-26JAN172315-15,700,0.32977,0.386725,0.24,0.77,0
KXBTC15M-26JAN172315-15,720,0.32977,0.369589,0.27,0.76,0
KXBTC15M-26JAN172330-30,80,0.002705,0.035572,0.01,0.99,0
KXBTC15M-26JAN172330-30,100,0.002705,0.065405,0.01,0.99,0
KXBTC15M-26JAN172330-30,120,0.034082,0.256639,0.01,0.99,0
KXBTC15M-26JAN172330-30,140,0.032263,0.030055,0.03,0.99,0
KXBTC15M-26JAN172330-30,160,0.034082,0.063434,0.05,0.98,0
KXBTC15M-26JAN172330-30,180,0.023636,0.055998,0.05,0.97,0
KXBTC15M-26JAN172330-30,200,0.04818,0.063035,0.07,0.97,0
KXBTC15M-26JAN172330-30,220,0.04818,0.070919,0.04,0.97,0
KXBTC15M-26JAN172330-30,240,0.062142,0.095828,0.06,0.96,0
KXBTC15M-26JAN172330-30,260,0.089289,0.090596,0.09,0.96,0
KXBTC15M-26JAN172330-30,280,0.090278,0.091095,0.07,0.94,0
KXBTC15M-26JAN172330-30,300,0.128077,0.155774,0.11,0.91,0
KXBTC15M-26JAN172330-30,320,0.137932,0.140107,0.11,0.91,0
KXBTC15M-26JAN172330-30,340,0.136654,0.150986,0.11,0.9,0
KXBTC15M-26JAN172330-30,360,0.139011,0.169638,0.13,0.89,0
KXBTC15M-26JAN172330-30,380,0.179928,0.205017,0.19,0.83,0
KXBTC15M-26JAN172330-30,400,0.219887,0.254175,0.19,0.82,0
KXBTC15M-26JAN172330-30,420,0.260882,0.324637,0.29,0.75,0
KXBTC15M-26JAN172330-30,440,0.30441,0.343619,0.29,0.73,0
KXBTC15M-26JAN172330-30,460,0.401874,0.462187,0.37,0.64,0
KXBTC15M-26JAN172330-30,480,0.401874,0.456544,0.37,0.64,0
KXBTC15M-26JAN172330-30,500,0.284309,0.314784,0.25,0.77,0
KXBTC15M-26JAN172330-30,520,0.279143,0.303929,0.2,0.83,0
KXBTC15M-26JAN172330-30,540,0.286083,0.348747,0.18,0.83,0
KXBTC15M-26JAN172330-30,560,0.297255,0.356804,0.19,0.82,0
KXBTC15M-26JAN172330-30,580,0.297255,0.366241,0.19,0.82,0
KXBTC15M-26JAN172330-30,600,0.297255,0.363117,0.2,0.84,0
KXBTC15M-26JAN172330-30,620,0.319041,0.35743,0.19,0.84,0
KXBTC15M-26JAN172330-30,640,0.319041,0.342585,0.23,0.85,0
KXBTC15M-26JAN172330-30,660,0.324976,0.366077,0.2,0.84,0
KXBTC15M-26JAN172330-30,680,0.340008,0.38832,0.2,0.82,0
KXBTC15M-26JAN172330-30,700,0.36272,0.412526,0.26,0.76,0
KXBTC15M-26JAN172330-30,720,0.34436,0.382793,0.27,0.74,0
KXBTC15M-26JAN172345-45,80,0.003265,0.040052,0.06,0.98,0
KXBTC15M-26JAN172345-45,100,0.003043,0.069827,0.08,0.95,0
KXBTC15M-26JAN172345-45,120,0.003043,0.05136,0.06,0.97,0
KXBTC15M-26JAN172345-45,140,0.053139,0.056127,0.05,0.96,0
KXBTC15M-26JAN172345-45,160,0.054363,0.099373,0.06,0.96,0
KXBTC15M-26JAN172345-45,180,0.053352,0.11336,0.09,0.96,0
KXBTC15M-26JAN172345-45,200,0.088724,0.120413,0.11,0.92,0
KXBTC15M-26JAN172345-45,220,0.11489,0.167898,0.14,0.91,0
KXBTC15M-26JAN172345-45,240,0.082377,0.127168,0.12,0.92,0
KXBTC15M-26JAN172345-45,260,0.118028,0.126489,0.11,0.92,0
KXBTC15M-26JAN172345-45,280,0.118028,0.126549,0.12,0.89,0
KXBTC15M-26JAN172345-45,300,0.116661,0.140143,0.15,0.88,0
KXBTC15M-26JAN172345-45,320,0.143102,0.14698,0.14,0.87,0
KXBTC15M-26JAN172345-45,340,0.141614,0.157764,0.15,0.87,0
KXBTC15M-26JAN172345-45,360,0.14443,0.176867,0.15,0.86,0
KXBTC15M-26JAN172345-45,380,0.170486,0.192193,0.16,0.86,0
KXBTC15M-26JAN172345-45,400,0.170486,0.188065,0.17,0.86,0
KXBTC15M-26JAN172345-45,420,0.199102,0.244127,0.18,0.84,0
KXBTC15M-26JAN172345-45,440,0.199102,0.205256,0.15,0.86,0
KXBTC15M-26JAN172345-45,460,0.199102,0.206222,0.17,0.84,0
KXBTC15M-26JAN172345-45,480,0.172504,0.186849,0.19,0.83,0
KXBTC15M-26JAN172345-45,500,0.177249,0.184849,0.22,0.83,0
KXBTC15M-26JAN172345-45,520,0.196767,0.207129,0.19,0.86,0
KXBTC15M-26JAN172345-45,540,0.177746,0.239566,0.19,0.85,0
KXBTC15M-26JAN172345-45,560,0.205459,0.266497,0.26,0.82,0
KXBTC15M-26JAN172345-45,580,0.179324,0.250864,0.31,0.77,0
KXBTC15M-26JAN172345-45,600,0.188676,0.257609,0.2,0.85,0
KXBTC15M-26JAN172345-45,620,0.188676,0.225659,0.2,0.84,0
KXBTC15M-26JAN172345-45,640,0.188676,0.206021,0.19,0.84,0
KXBTC15M-26JAN172345-45,660,0.188676,0.23004,0.21,0.83,0
KXBTC15M-26JAN172345-45,680,0.197197,0.255487,0.23,0.82,0
KXBTC15M-26JAN172345-45,700,0.205813,0.281994,0.24,0.8,0
KXBTC15M-26JAN172345-45,720,0.205235,0.251708,0.26,0.8,0
KXBTC15M-26JAN180015-15,220,0.082551,0.12144,0.16,0.87,0
KXBTC15M-26JAN180015-15,240,0.082551,0.127435,0.21,0.89,0
KXBTC15M-26JAN180015-15,260,0.108973,0.115005,0.17,0.91,0
KXBTC15M-26JAN180015-15,280,0.104128,0.108562,0.19,0.9,0
KXBTC15M-26JAN180015-15,300,0.113107,0.135301,0.18,0.9,0
KXBTC15M-26JAN180015-15,320,0.131963,0.132251,0.18,0.9,0
KXBTC15M-26JAN180015-15,340,0.138378,0.153337,0.2,0.88,0
KXBTC15M-26JAN180015-15,360,0.142508,0.174302,0.2,0.86,0
KXBTC15M-26JAN180015-15,380,0.147108,0.160839,0.2,0.81,0
KXBTC15M-26JAN180015-15,400,0.167908,0.184664,0.22,0.86,0
KXBTC15M-26JAN180015-15,420,0.291384,0.363709,0.23,0.84,0
KXBTC15M-26JAN180015-15,440,0.230522,0.245883,0.2,0.86,0
KXBTC15M-26JAN180015-15,460,0.230522,0.245383,0.16,0.85,0
KXBTC15M-26JAN180015-15,480,0.230522,0.255603,0.17,0.87,0
KXBTC15M-26JAN180015-15,500,0.23263,0.251667,0.17,0.87,0
KXBTC15M-26JAN180015-15,520,0.23263,0.249128,0.17,0.85,0
KXBTC15M-26JAN180015-15,540,0.23263,0.296423,0.17,0.85,0
KXBTC15M-26JAN180015-15,560,0.223421,0.284809,0.16,0.85,0
KXBTC15M-26JAN180015-15,580,0.223421,0.295928,0.16,0.86,0
KXBTC15M-26JAN180015-15,600,0.26108,0.329326,0.18,0.86,0
KXBTC15M-26JAN180015-15,620,0.271503,0.310513,0.17,0.85,0
KXBTC15M-26JAN180015-15,640,0.271503,0.293263,0.2,0.83,0
KXBTC15M-26JAN180015-15,660,0.271503,0.314116,0.21,0.85,0
KXBTC15M-26JAN180015-15,680,0.276888,0.331632,0.23,0.8,0
KXBTC15M-26JAN180015-15,700,0.276888,0.343831,0.22,0.82,0
KXBTC15M-26JAN180015-15,720,0.290033,0.333085,0.2,0.84,0
KXBTC15M-26JAN180245-45,80,0.002176,0.030993,0.01,0.99,0
KXBTC15M-26JAN180245-45,100,0.002092,0.056644,0.01,0.99,0
KXBTC15M-26JAN180245-45,120,0.001712,0.033805,0.01,0.99,0
KXBTC15M-26JAN180245-45,140,0.016081,0.012537,0.01,0.99,0
KXBTC15M-26JAN180245-45,160,0.01589,0.03007,0.02,0.99,0
KXBTC15M-26JAN180245-45,180,0.01752,0.043002,0.02,0.99,0
KXBTC15M-26JAN180245-45,200,0.03872,0.049874,0.02,0.99,0
KXBTC15M-26JAN180245-45,220,0.03872,0.056866,0.02,0.99,0
KXBTC15M-26JAN180245-45,240,0.03872,0.05919,0.02,0.99,0
KXBTC15M-26JAN180245-45,260,0.061018,0.057281,0.02,0.99,0
KXBTC15M-26JAN180245-45,280,0.061018,0.056139,0.04,0.97,0
KXBTC15M-26JAN180245-45,300,0.078235,0.088675,0.05,0.98,0
KXBTC15M-26JAN180245-45,320,0.084907,0.074046,0.05,0.98,0
KXBTC15M-26JAN180245-45,340,0.104653,0.10842,0.07,0.97,0
KXBTC15M-26JAN180245-45,360,0.104653,0.124105,0.07,0.95,0
KXBTC15M-26JAN180245-45,380,0.128939,0.136984,0.1,0.93,0
KXBTC15M-26JAN180245-45,400,0.123534,0.127439,0.15,0.94,0
KXBTC15M-26JAN180245-45,420,0.139289,0.165595,0.07,0.94,0
KXBTC15M-26JAN180245-45,440,0.15924,0.155308,0.09,0.93,0
KXBTC15M-26JAN180245-45,460,0.160439,0.159178,0.09,0.92,0
KXBTC15M-26JAN180245-45,480,0.15924,0.171241,0.12,0.91,0
KXBTC15M-26JAN180245-45,500,0.170112,0.176359,0.14,0.93,0
KXBTC15M-26JAN180245-45,520,0.170112,0.176212,0.19,0.92,0
KXBTC15M-26JAN180245-45,540,0.154844,0.214631,0.1,0.92,0
KXBTC15M-26JAN180245-45,560,0.159736,0.21805,0.17,0.92,0
KXBTC15M-26JAN180245-45,580,0.159736,0.22987,0.14,0.9,0
KXBTC15M-26JAN180245-45,600,0.168526,0.236395,0.13,0.89,0
KXBTC15M-26JAN180245-45,620,0.211316,0.249312,0.15,0.88,0
KXBTC15M-26JAN180245-45,640,0.210721,0.229409,0.15,0.88,0
KXBTC15M-26JAN180245-45,660,0.211406,0.253633,0.23,0.84,0
KXBTC15M-26JAN180245-45,680,0.227708,0.285388,0.27,0.76,0
KXBTC15M-26JAN180245-45,700,0.224377,0.298732,0.29,0.74,0
KXBTC15M-26JAN180245-45,720,0.221779,0.268039,0.27,0.75,0
KXBTC15M-26JAN180300-00,80,0.995996,0.984725,0.99,0.02,1
KXBTC15M-26JAN180300-00,100,0.99613,0.984517,0.97,0.07,1
KXBTC15M-26JAN180300-00,120,0.994514,0.995523,0.88,0.14,1
KXBTC15M-26JAN180300-00,140,0.668554,0.840346,0.84,0.23,1
KXBTC15M-26JAN180300-00,160,0.668199,0.794284,0.83,0.18,1
KXBTC15M-26JAN180300-00,180,0.607953,0.722198,0.89,0.18,1
KXBTC15M-26JAN180300-00,200,0.608828,0.735318,0.85,0.18,1
KXBTC15M-26JAN180300-00,220,0.654,0.762096,0.85,0.16,1
KXBTC15M-26JAN180300-00,240,0.605367,0.740372,0.82,0.21,1
KXBTC15M-26JAN180300-00,260,0.596602,0.722318,0.8,0.25,1
KXBTC15M-26JAN180300-00,280,0.628507,0.767647,0.91,0.14,1
KXBTC15M-26JAN180300-00,300,0.628507,0.761541,0.9,0.14,1
KXBTC15M-26JAN180300-00,320,0.606177,0.75815,0.85,0.18,1
KXBTC15M-26JAN180300-00,340,0.606177,0.754856,0.89,0.2,1
KXBTC15M-26JAN180300-00,360,0.606177,0.724319,0.85,0.17,1
KXBTC15M-26JAN180300-00,380,0.617605,0.751515,0.82,0.2,1
KXBTC15M-26JAN180300-00,400,0.674999,0.796622,0.81,0.26,1
KXBTC15M-26JAN180300-00,420,0.72717,0.82648,0.85,0.21,1
KXBTC15M-26JAN180300-00,440,0.614253,0.724417,0.75,0.27,1
KXBTC15M-26JAN180300-00,460,0.614253,0.70821,0.78,0.23,1
KXBTC15M-26JAN180300-00,480,0.773025,0.8353,0.77,0.27,1
KXBTC15M-26JAN180300-00,500,0.761656,0.835846,0.85,0.16,1
KXBTC15M-26JAN180300-00,520,0.748999,0.811831,0.85,0.17,1
KXBTC15M-26JAN180300-00,540,0.741066,0.743701,0.86,0.18,1
KXBTC15M-26JAN180300-00,560,0.75837,0.756626,0.88,0.13,1
KXBTC15M-26JAN180300-00,580,0.736523,0.733318,0.88,0.14,1
KXBTC15M-26JAN180300-00,600,0.644408,0.656077,0.86,0.2,1
KXBTC15M-26JAN180300-00,620,0.633095,0.649457,0.76,0.25,1
KXBTC15M-26JAN180300-00,640,0.633095,0.656108,0.77,0.3,1
KXBTC15M-26JAN180300-00,660,0.633095,0.647258,0.76,0.26,1
KXBTC15M-26JAN180300-00,680,0.726155,0.712288,0.86,0.2,1
KXBTC15M-26JAN180300-00,700,0.692055,0.65942,0.78,0.23,1
KXBTC15M-26JAN180300-00,720,0.715194,0.704884,0.82,0.23,1
KXBTC15M-26JAN180315-15,80,0.00472,0.050451,0.29,0.72,1
KXBTC15M-26JAN180315-15,100,0.00472,0.088872,0.36,0.68,1
KXBTC15M-26JAN180315-15,120,0.361593,0.738418,0.4,0.68,1
KXBTC15M-26JAN180315-15,140,0.394311,0.561035,0.44,0.68,1
KXBTC15M-26JAN180315-15,160,0.394311,0.555274,0.44,0.67,1
KXBTC15M-26JAN180315-15,180,0.547351,0.674662,0.44,0.65,1
KXBTC15M-26JAN180315-15,200,0.448024,0.578027,0.44,0.61,1
KXBTC15M-26JAN180315-15,220,0.448024,0.57239,0.57,0.51,1
KXBTC15M-26JAN180315-15,240,0.495721,0.64144,0.49,0.53,1
KXBTC15M-26JAN180315-15,260,0.548699,0.672708,0.5,0.51,1
KXBTC15M-26JAN180315-15,280,0.548699,0.68737,0.48,0.53,1
KXBTC15M-26JAN180315-15,300,0.350415,0.457014,0.47,0.68,1
KXBTC15M-26JAN180315-15,320,0.472679,0.607393,0.48,0.56,1
KXBTC15M-26JAN180315-15,340,0.314949,0.40368,0.35,0.69,1
KXBTC15M-26JAN180315-15,360,0.277203,0.352477,0.36,0.71,1
KXBTC15M-26JAN180315-15,380,0.308501,0.382261,0.32,0.74,1
KXBTC15M-26JAN180315-15,400,0.281324,0.337392,0.29,0.82,1
KXBTC15M-26JAN180315-15,420,0.283502,0.353668,0.32,0.81,1
KXBTC15M-26JAN180315-15,440,0.307746,0.348058,0.24,0.8,1
KXBTC15M-26JAN180315-15,460,0.307746,0.34333,0.36,0.65,1
KXBTC15M-26JAN180315-15,480,0.343319,0.388848,0.36,0.65,1
KXBTC15M-26JAN180315-15,500,0.297437,0.330835,0.34,0.73,1
KXBTC15M-26JAN180315-15,520,0.325178,0.358151,0.38,0.76,1
KXBTC15M-26JAN180315-15,540,0.281954,0.344794,0.3,0.71,1
KXBTC15M-26JAN180315-15,560,0.332431,0.389617,0.3,0.77,1
KXBTC15M-26JAN180315-15,580,0.332431,0.398056,0.31,0.76,1
KXBTC15M-26JAN180315-15,600,0.332431,0.394987,0.31,0.71,1
KXBTC15M-26JAN180315-15,620,0.35749,0.394632,0.38,0.65,1
KXBTC15M-26JAN180315-15,640,0.369511,0.394378,0.37,0.67,1
KXBTC15M-26JAN180315-15,660,0.34121,0.38157,0.35,0.69,1
KXBTC15M-26JAN180315-15,680,0.339415,0.387799,0.3,0.71,1
KXBTC15M-26JAN180315-15,700,0.320466,0.379324,0.41,0.63,1
KXBTC15M-26JAN180315-15,720,0.26149,0.306292,0.43,0.66,1
KXBTC15M-26JAN180330-30,80,0.997559,0.988909,0.99,0.02,1
KXBTC15M-26JAN180330-30,100,0.997294,0.987456,0.99,0.02,1
KXBTC15M-26JAN180330-30,120,0.967597,0.982693,0.99,0.02,1
KXBTC15M-26JAN180330-30,140,0.968801,0.993835,0.99,0.02,1
KXBTC15M-26JAN180330-30,160,0.968801,0.983467,0.98,0.03,1
KXBTC15M-26JAN180330-30,180,0.882351,0.915886,0.92,0.09,1
KXBTC15M-26JAN180330-30,200,0.867175,0.929499,0.94,0.09,1
KXBTC15M-26JAN180330-30,220,0.838298,0.90076,0.96,0.1,1
KXBTC15M-26JAN180330-30,240,0.881304,0.937044,0.95,0.1,1
KXBTC15M-26JAN180330-30,260,0.695166,0.814059,0.84,0.2,1
KXBTC15M-26JAN180330-30,280,0.766997,0.882408,0.82,0.21,1
KXBTC15M-26JAN180330-30,300,0.607831,0.742487,0.86,0.28,1
KXBTC15M-26JAN180330-30,320,0.615923,0.767835,0.81,0.27,1
KXBTC15M-26JAN180330-30,340,0.607831,0.756461,0.82,0.29,1
KXBTC15M-26JAN180330-30,360,0.607831,0.725885,0.85,0.3,1
KXBTC15M-26JAN180330-30,380,0.618442,0.75233,0.75,0.28,1
KXBTC15M-26JAN180330-30,400,0.619106,0.743763,0.55,0.46,1
KXBTC15M-26JAN180330-30,420,0.628826,0.740171,0.75,0.29,1
KXBTC15M-26JAN180330-30,440,0.625809,0.736482,0.8,0.28,1
KXBTC15M-26JAN180330-30,460,0.607892,0.701511,0.71,0.3,1
KXBTC15M-26JAN180330-30,480,0.607892,0.679592,0.68,0.34,1
KXBTC15M-26JAN180330-30,500,0.538546,0.614318,0.65,0.39,1
KXBTC15M-26JAN180330-30,520,0.505218,0.564385,0.61,0.4,1
KXBTC15M-26JAN180330-30,540,0.424111,0.474655,0.53,0.56,1
KXBTC15M-26JAN180330-30,560,0.43139,0.478302,0.5,0.52,1
KXBTC15M-26JAN180330-30,580,0.43139,0.483561,0.54,0.55,1
KXBTC15M-26JAN180330-30,600,0.289133,0.355627,0.47,0.57,1
KXBTC15M-26JAN180330-30,620,0.448342,0.480462,0.43,0.61,1
KXBTC15M-26JAN180330-30,640,0.298328,0.32116,0.45,0.6,1
KXBTC15M-26JAN180330-30,660,0.298328,0.340372,0.44,0.6,1
KXBTC15M-26JAN180330-30,680,0.350595,0.397599,0.39,0.62,1
KXBTC15M-26JAN180330-30,700,0.377151,0.423651,0.4,0.62,1
KXBTC15M-26JAN180330-30,720,0.377151,0.412145,0.44,0.6,1
KXBTC15M-26JAN180345-45,80,0.997857,0.989808,0.99,0.01,1
KXBTC15M-26JAN180345-45,100,0.997857,0.989065,0.99,0.01,1
KXBTC15M-26JAN180345-45,120,0.997857,0.997803,0.99,0.01,1
KXBTC15M-26JAN180345-45,140,0.98492,0.99756,0.99,0.01,1
KXBTC15M-26JAN180345-45,160,0.98492,0.992069,0.99,0.01,1
KXBTC15M-26JAN180345-45,180,0.985501,0.987761,0.99,0.02,1
KXBTC15M-26JAN180345-45,200,0.961741,0.982762,0.98,0.03,1
KXBTC15M-26JAN180345-45,220,0.95127,0.972731,0.97,0.04,1
KXBTC15M-26JAN180345-45,240,0.94827,0.9746,0.96,0.05,1
KXBTC15M-26JAN180345-45,260,0.921138,0.968944,0.96,0.05,1
KXBTC15M-26JAN180345-45,280,0.914258,0.969647,0.96,0.05,1
KXBTC15M-26JAN180345-45,300,0.873101,0.942555,0.95,0.06,1
KXBTC15M-26JAN180345-45,320,0.837782,0.938413,0.91,0.17,1
KXBTC15M-26JAN180345-45,340,0.835774,0.932379,0.9,0.19,1
KXBTC15M-26JAN180345-45,360,0.878622,0.93818,0.92,0.11,1
KXBTC15M-26JAN180345-45,380,0.841944,0.929463,0.88,0.13,1
KXBTC15M-26JAN180345-45,400,0.602517,0.727166,0.77,0.26,1
KXBTC15M-26JAN180345-45,420,0.646253,0.756284,0.63,0.38,1
KXBTC15M-26JAN180345-45,440,0.554558,0.659032,0.59,0.45,1
KXBTC15M-26JAN180345-45,460,0.520772,0.60515,0.55,0.46,1
KXBTC15M-26JAN180345-45,480,0.577789,0.648787,0.65,0.39,1
KXBTC15M-26JAN180345-45,500,0.575933,0.654847,0.77,0.34,1
KXBTC15M-26JAN180345-45,520,0.764142,0.825521,0.84,0.22,1
KXBTC15M-26JAN180345-45,540,0.730814,0.734962,0.81,0.2,1
KXBTC15M-26JAN180345-45,560,0.745903,0.745879,0.84,0.28,1
KXBTC15M-26JAN180345-45,580,0.632359,0.648025,0.78,0.23,1
KXBTC15M-26JAN180345-45,600,0.570985,0.596194,0.66,0.4,1
KXBTC15M-26JAN180345-45,620,0.563791,0.586611,0.63,0.43,1
KXBTC15M-26JAN180345-45,640,0.580719,0.605205,0.66,0.42,1
KXBTC15M-26JAN180345-45,660,0.571572,0.592432,0.67,0.39,1
KXBTC15M-26JAN180345-45,680,0.534901,0.552967,0.57,0.44,1
KXBTC15M-26JAN180345-45,700,0.534901,0.541395,0.61,0.52,1
KXBTC15M-26JAN180345-45,720,0.606445,0.610597,0.68,0.35,1
KXBTC15M-26JAN180400-00,80,0.995678,0.983954,0.93,0.16,1
KXBTC15M-26JAN180400-00,100,0.995678,0.98348,0.94,0.07,1
KXBTC15M-26JAN180400-00,120,0.995678,0.996264,0.93,0.09,1
KXBTC15M-26JAN180400-00,140,0.792021,0.921014,0.85,0.16,1
KXBTC15M-26JAN180400-00,160,0.792021,0.879516,0.85,0.16,1
KXBTC15M-26JAN180400-00,180,0.792021,0.854686,0.91,0.15,1
KXBTC15M-26JAN180400-00,200,0.614344,0.740196,0.84,0.19,1
KXBTC15M-26JAN180400-00,220,0.609686,0.724596,0.84,0.19,1
KXBTC15M-26JAN180400-00,240,0.609655,0.743977,0.73,0.28,1
KXBTC15M-26JAN180400-00,260,0.551468,0.675663,0.74,0.31,1
KXBTC15M-26JAN180400-00,280,0.551468,0.690326,0.81,0.36,1
KXBTC15M-26JAN180400-00,300,0.691664,0.816116,0.72,0.29,1
KXBTC15M-26JAN180400-00,320,0.648938,0.799269,0.72,0.29,1
KXBTC15M-26JAN180400-00,340,0.676518,0.818909,0.72,0.29,1
KXBTC15M-26JAN180400-00,360,0.633146,0.749444,0.72,0.29,1
KXBTC15M-26JAN180400-00,380,0.643352,0.776093,0.71,0.3,1
KXBTC15M-26JAN180400-00,400,0.643352,0.767277,0.72,0.29,1
KXBTC15M-26JAN180400-00,420,0.594946,0.707844,0.72,0.29,1
KXBTC15M-26JAN180400-00,440,0.583317,0.691157,0.72,0.29,1
KXBTC15M-26JAN180400-00,460,0.590364,0.682802,0.72,0.29,1
KXBTC15M-26JAN180400-00,480,0.583317,0.654494,0.75,0.28,1
KXBTC15M-26JAN180400-00,500,0.579247,0.65838,0.71,0.35,1
KXBTC15M-26JAN180400-00,520,0.6133,0.679815,0.75,0.27,1
KXBTC15M-26JAN180400-00,540,0.647792,0.664907,0.83,0.24,1
KXBTC15M-26JAN180400-00,560,0.635781,0.652434,0.78,0.29,1
KXBTC15M-26JAN180400-00,580,0.583534,0.608494,0.69,0.32,1
KXBTC15M-26JAN180400-00,600,0.60806,0.626418,0.57,0.44,1
KXBTC15M-26JAN180400-00,620,0.600008,0.619501,0.57,0.44,1
KXBTC15M-26JAN180400-00,640,0.512758,0.538366,0.48,0.53,1
KXBTC15M-26JAN180400-00,660,0.480678,0.510729,0.47,0.55,1
KXBTC15M-26JAN180400-00,680,0.40696,0.44615,0.39,0.62,1
KXBTC15M-26JAN180400-00,700,0.40696,0.446356,0.38,0.63,1
KXBTC15M-26JAN180400-00,720,0.376738,0.411777,0.38,0.64,1
KXBTC15M-26JAN180415-15,80,0.003942,0.045079,0.11,0.9,0
KXBTC15M-26JAN180415-15,100,0.003942,0.08054,0.13,0.92,0
KXBTC15M-26JAN180415-15,120,0.00303,0.0512,0.1,0.91,0
KXBTC15M-26JAN180415-15,140,0.172997,0.235843,0.1,0.91,0
KXBTC15M-26JAN180415-15,160,0.287579,0.436397,0.2,0.85,0
KXBTC15M-26JAN180415-15,180,0.298794,0.445593,0.35,0.8,0
KXBTC15M-26JAN180415-15,200,0.31818,0.428873,0.43,0.73,0
KXBTC15M-26JAN180415-15,220,0.445665,0.569978,0.39,0.62,0
KXBTC15M-26JAN180415-15,240,0.445665,0.59168,0.46,0.6,0
KXBTC15M-26JAN180415-15,260,0.489329,0.606879,0.39,0.63,0
KXBTC15M-26JAN180415-15,280,0.489329,0.621141,0.53,0.77,0
KXBTC15M-26JAN180415-15,300,0.489329,0.621966,0.53,0.54,0
KXBTC15M-26JAN180415-15,320,0.24064,0.284598,0.26,0.8,0
KXBTC15M-26JAN180415-15,340,0.261463,0.327894,0.24,0.79,0
KXBTC15M-26JAN180415-15,360,0.276697,0.351823,0.35,0.76,0
KXBTC15M-26JAN180415-15,380,0.304326,0.376556,0.3,0.79,0
KXBTC15M-26JAN180415-15,400,0.222336,0.257485,0.18,0.86,0
KXBTC15M-26JAN180415-15,420,0.222336,0.274566,0.16,0.86,0
KXBTC15M-26JAN180415-15,440,0.269438,0.297138,0.21,0.83,0
KXBTC15M-26JAN180415-15,460,0.374824,0.428346,0.31,0.71,0
KXBTC15M-26JAN180415-15,480,0.520238,0.588058,0.54,0.5,0
KXBTC15M-26JAN180415-15,500,0.494786,0.565421,0.5,0.51,0
KXBTC15M-26JAN180415-15,520,0.519063,0.579603,0.5,0.54,0
KXBTC15M-26JAN180415-15,540,0.519063,0.556521,0.45,0.56,0
KXBTC15M-26JAN180415-15,560,0.49973,0.537364,0.48,0.6,0
KXBTC15M-26JAN180415-15,580,0.49973,0.54028,0.52,0.63,0
KXBTC15M-26JAN180415-15,600,0.49973,0.537789,0.47,0.59,0
KXBTC15M-26JAN180415-15,620,0.505934,0.533724,0.46,0.66,0
KXBTC15M-26JAN180415-15,640,0.475863,0.501692,0.47,0.74,0
KXBTC15M-26JAN180415-15,660,0.558397,0.580658,0.5,0.53,0
KXBTC15M-26JAN180415-15,680,0.477524,0.505449,0.5,0.53,0
KXBTC15M-26JAN180415-15,700,0.475413,0.497499,0.43,0.58,0
