ticker,tte_bucket,side,p_cal,entry_price,ev,min_edge,win,pnl,y_true
KXBTC15M-26JAN190600-00,440,YES,0.8654,0.763,0.1024,0.025,1,0.237,1
KXBTC15M-26JAN190600-00,460,YES,0.7534,0.713,0.0404,0.025,1,0.287,1
KXBTC15M-26JAN190600-00,480,YES,0.8159,0.713,0.1029,0.025,1,0.287,1
KXBTC15M-26JAN190600-00,500,YES,0.7089,0.613,0.0959,0.025,1,0.387,1
KXBTC15M-26JAN190600-00,520,YES,0.6799,0.653,0.0269,0.025,1,0.347,1
KXBTC15M-26JAN190600-00,560,YES,0.6225,0.513,0.1095,0.025,1,0.487,1
KXBTC15M-26JAN190600-00,580,NO,0.388,0.533,0.079,0.025,0,-0.533,1
KXBTC15M-26JAN190615-15,80,NO,0.0803,0.813,0.1067,0.01,1,0.187,0
KXBTC15M-26JAN190615-15,100,YES,0.0776,0.023,0.0546,0.01,0,-0.023,0
KXBTC15M-26JAN190615-15,120,YES,0.0549,0.043,0.0119,0.01,0,-0.043,0
KXBTC15M-26JAN190615-15,200,YES,0.2791,0.223,0.0561,0.01,0,-0.223,0
KXBTC15M-26JAN190615-15,220,YES,0.2942,0.223,0.0712,0.01,0,-0.223,0
KXBTC15M-26JAN190615-15,260,YES,0.3592,0.263,0.0962,0.01,0,-0.263,0
KXBTC15M-26JAN190615-15,280,YES,0.3432,0.293,0.0502,0.01,0,-0.293,0
KXBTC15M-26JAN190615-15,300,YES,0.4457,0.353,0.0927,0.01,0,-0.353,0
KXBTC15M-26JAN190615-15,340,YES,0.2732,0.233,0.0402,0.01,0,-0.233,0
KXBTC15M-26JAN190615-15,360,YES,0.283,0.233,0.05,0.025,0,-0.233,0
KXBTC15M-26JAN190615-15,520,YES,0.2622,0.233,0.0292,0.025,0,-0.233,0
KXBTC15M-26JAN190615-15,540,YES,0.3024,0.233,0.0694,0.025,0,-0.233,0
KXBTC15M-26JAN190615-15,560,YES,0.3116,0.243,0.0686,0.025,0,-0.243,0
KXBTC15M-26JAN190615-15,700,YES,0.291,0.233,0.058,0.05,0,-0.233,0
KXBTC15M-26JAN190630-30,100,YES,0.9882,0.963,0.0252,0.01,1,0.037,1
KXBTC15M-26JAN190630-30,140,YES,0.997,0.973,0.024,0.01,1,0.027,1
KXBTC15M-26JAN190630-30,300,YES,0.9848,0.963,0.0218,0.01,1,0.037,1
KXBTC15M-26JAN190630-30,320,YES,0.9813,0.963,0.0183,0.01,1,0.037,1
KXBTC15M-26JAN190630-30,340,YES,0.9813,0.953,0.0283,0.01,1,0.047,1
KXBTC15M-26JAN190630-30,420,YES,0.9648,0.933,0.0318,0.025,1,0.067,1
KXBTC15M-26JAN190630-30,440,YES,0.954,0.923,0.031,0.025,1,0.077,1
KXBTC15M-26JAN190630-30,500,NO,0.7077,0.263,0.0293,0.025,0,-0.263,1
KXBTC15M-26JAN190630-30,600,YES,0.6815,0.513,0.1685,0.05,1,0.487,1
KXBTC15M-26JAN190630-30,640,YES,0.7879,0.623,0.1649,0.05,1,0.377,1
KXBTC15M-26JAN190630-30,680,NO,0.7604,0.173,0.0666,0.05,0,-0.173,1
KXBTC15M-26JAN190630-30,700,NO,0.7249,0.163,0.1121,0.05,0,-0.163,1
KXBTC15M-26JAN190630-30,720,NO,0.7259,0.173,0.1011,0.05,0,-0.173,1
KXBTC15M-26JAN190645-45,140,YES,0.9976,0.983,0.0146,0.01,1,0.017,1
KXBTC15M-26JAN190645-45,320,YES,0.9807,0.963,0.0177,0.01,1,0.037,1
KXBTC15M-26JAN190645-45,340,YES,0.9754,0.963,0.0124,0.01,1,0.037,1
KXBTC15M-26JAN190645-45,380,YES,0.9431,0.903,0.0401,0.025,1,0.097,1
KXBTC15M-26JAN190645-45,420,YES,0.8977,0.853,0.0447,0.025,1,0.147,1
KXBTC15M-26JAN190645-45,440,YES,0.8555,0.773,0.0825,0.025,1,0.227,1
KXBTC15M-26JAN190645-45,460,YES,0.8318,0.753,0.0788,0.025,1,0.247,1
KXBTC15M-26JAN190645-45,500,YES,0.8116,0.723,0.0886,0.025,1,0.277,1
KXBTC15M-26JAN190645-45,520,YES,0.7591,0.693,0.0661,0.025,1,0.307,1
KXBTC15M-26JAN190645-45,540,NO,0.5477,0.393,0.0593,0.025,0,-0.393,1
KXBTC15M-26JAN190645-45,560,YES,0.6423,0.573,0.0693,0.025,1,0.427,1
KXBTC15M-26JAN190645-45,580,YES,0.5897,0.543,0.0467,0.025,1,0.457,1
KXBTC15M-26JAN190645-45,600,YES,0.5109,0.433,0.0779,0.05,1,0.567,1
KXBTC15M-26JAN190645-45,620,YES,0.5892,0.453,0.1362,0.05,1,0.547,1
KXBTC15M-26JAN190645-45,660,YES,0.5838,0.523,0.0608,0.05,1,0.477,1
KXBTC15M-26JAN190700-00,80,YES,0.074,0.053,0.021,0.01,0,-0.053,0
KXBTC15M-26JAN190700-00,100,YES,0.1037,0.093,0.0107,0.01,0,-0.093,0
KXBTC15M-26JAN190700-00,120,YES,0.1467,0.123,0.0237,0.01,0,-0.123,0
KXBTC15M-26JAN190700-00,160,YES,0.095,0.073,0.022,0.01,0,-0.073,0
KXBTC15M-26JAN190700-00,180,YES,0.1208,0.083,0.0378,0.01,0,-0.083,0
KXBTC15M-26JAN190700-00,200,YES,0.1501,0.133,0.0171,0.01,0,-0.133,0
KXBTC15M-26JAN190700-00,220,YES,0.1637,0.153,0.0107,0.01,0,-0.153,0
KXBTC15M-26JAN190700-00,260,YES,0.2365,0.203,0.0335,0.01,0,-0.203,0
KXBTC15M-26JAN190700-00,280,YES,0.2317,0.173,0.0587,0.01,0,-0.173,0
KXBTC15M-26JAN190700-00,300,YES,0.2424,0.123,0.1194,0.01,0,-0.123,0
KXBTC15M-26JAN190700-00,320,YES,0.255,0.113,0.142,0.01,0,-0.113,0
KXBTC15M-26JAN190700-00,340,YES,0.2725,0.163,0.1095,0.01,0,-0.163,0
KXBTC15M-26JAN190700-00,360,YES,0.2824,0.173,0.1094,0.025,0,-0.173,0
KXBTC15M-26JAN190700-00,380,YES,0.3587,0.143,0.2157,0.025,0,-0.143,0
KXBTC15M-26JAN190700-00,400,YES,0.3452,0.183,0.1622,0.025,0,-0.183,0
KXBTC15M-26JAN190700-00,420,YES,0.4139,0.233,0.1809,0.025,0,-0.233,0
KXBTC15M-26JAN190700-00,440,YES,0.3218,0.193,0.1288,0.025,0,-0.193,0
KXBTC15M-26JAN190700-00,460,YES,0.3211,0.233,0.0881,0.025,0,-0.233,0
KXBTC15M-26JAN190700-00,480,YES,0.3548,0.213,0.1418,0.025,0,-0.213,0
KXBTC15M-26JAN190700-00,500,YES,0.3521,0.183,0.1691,0.025,0,-0.183,0
KXBTC15M-26JAN190700-00,520,YES,0.3783,0.283,0.0953,0.025,0,-0.283,0
KXBTC15M-26JAN190700-00,540,YES,0.4057,0.293,0.1127,0.025,0,-0.293,0
KXBTC15M-26JAN190700-00,620,YES,0.3787,0.323,0.0557,0.05,0,-0.323,0
KXBTC15M-26JAN190700-00,660,YES,0.4736,0.393,0.0806,0.05,0,-0.393,0
KXBTC15M-26JAN190700-00,680,YES,0.4884,0.403,0.0854,0.05,0,-0.403,0
KXBTC15M-26JAN190700-00,720,YES,0.5591,0.483,0.0761,0.05,0,-0.483,0
KXBTC15M-26JAN190715-15,100,YES,0.0346,0.013,0.0216,0.01,0,-0.013,0
KXBTC15M-26JAN190715-15,220,YES,0.079,0.053,0.026,0.01,0,-0.053,0
KXBTC15M-26JAN190715-15,240,YES,0.1148,0.083,0.0318,0.01,0,-0.083,0
KXBTC15M-26JAN190715-15,260,YES,0.1848,0.153,0.0318,0.01,0,-0.153,0
KXBTC15M-26JAN190715-15,300,YES,0.1786,0.153,0.0256,0.01,0,-0.153,0
KXBTC15M-26JAN190715-15,320,YES,0.1971,0.083,0.1141,0.01,0,-0.083,0
KXBTC15M-26JAN190715-15,340,YES,0.2254,0.093,0.1324,0.01,0,-0.093,0
KXBTC15M-26JAN190715-15,360,YES,0.2397,0.083,0.1567,0.025,0,-0.083,0
KXBTC15M-26JAN190715-15,380,YES,0.2627,0.103,0.1597,0.025,0,-0.103,0
KXBTC15M-26JAN190715-15,400,YES,0.2559,0.153,0.1029,0.025,0,-0.153,0
KXBTC15M-26JAN190715-15,420,YES,0.2602,0.163,0.0972,0.025,0,-0.163,0
KXBTC15M-26JAN190715-15,460,YES,0.1484,0.123,0.0254,0.025,0,-0.123,0
KXBTC15M-26JAN190715-15,480,YES,0.1772,0.103,0.0742,0.025,0,-0.103,0
KXBTC15M-26JAN190715-15,500,YES,0.1877,0.113,0.0747,0.025,0,-0.113,0
KXBTC15M-26JAN190730-30,160,YES,0.8892,0.553,0.3362,0.01,0,-0.553,0
KXBTC15M-26JAN190730-30,180,YES,0.8908,0.873,0.0178,0.01,0,-0.873,0
KXBTC15M-26JAN190730-30,200,YES,0.8892,0.863,0.0262,0.01,0,-0.863,0
KXBTC15M-26JAN190730-30,240,YES,0.9019,0.883,0.0189,0.01,0,-0.883,0
KXBTC15M-26JAN190730-30,280,YES,0.9083,0.883,0.0253,0.01,0,-0.883,0
KXBTC15M-26JAN190730-30,300,YES,0.9032,0.843,0.0602,0.01,0,-0.843,0
KXBTC15M-26JAN190730-30,320,YES,0.9253,0.833,0.0923,0.01,0,-0.833,0
KXBTC15M-26JAN190730-30,340,YES,0.9213,0.903,0.0183,0.01,0,-0.903,0
KXBTC15M-26JAN190730-30,400,YES,0.8313,0.803,0.0283,0.025,0,-0.803,0
KXBTC15M-26JAN190730-30,420,YES,0.8493,0.783,0.0663,0.025,0,-0.783,0
KXBTC15M-26JAN190730-30,440,YES,0.7827,0.733,0.0497,0.025,0,-0.733,0
KXBTC15M-26JAN190730-30,460,YES,0.7547,0.723,0.0317,0.025,0,-0.723,0
KXBTC15M-26JAN190730-30,500,NO,0.8494,0.123,0.0276,0.025,1,0.877,0
KXBTC15M-26JAN190730-30,720,NO,0.7037,0.203,0.0933,0.05,1,0.797,0
KXBTC15M-26JAN190745-45,260,YES,0.9875,0.973,0.0145,0.01,1,0.027,1
KXBTC15M-26JAN190745-45,540,NO,0.8884,0.083,0.0286,0.025,0,-0.083,1
KXBTC15M-26JAN190745-45,660,NO,0.8393,0.103,0.0577,0.05,0,-0.103,1
KXBTC15M-26JAN190800-00,80,YES,0.0247,0.013,0.0117,0.01,0,-0.013,0
KXBTC15M-26JAN190800-00,100,YES,0.051,0.013,0.038,0.01,0,-0.013,0
KXBTC15M-26JAN190800-00,240,YES,0.0651,0.043,0.0221,0.01,0,-0.043,0
KXBTC15M-26JAN190800-00,260,YES,0.1103,0.063,0.0473,0.01,0,-0.063,0
KXBTC15M-26JAN190800-00,280,YES,0.1049,0.063,0.0419,0.01,0,-0.063,0
KXBTC15M-26JAN190800-00,300,YES,0.1072,0.073,0.0342,0.01,0,-0.073,0
KXBTC15M-26JAN190800-00,320,YES,0.1994,0.123,0.0764,0.01,0,-0.123,0
KXBTC15M-26JAN190800-00,460,YES,0.2592,0.143,0.1162,0.025,0,-0.143,0
KXBTC15M-26JAN190800-00,480,YES,0.2856,0.223,0.0626,0.025,0,-0.223,0
KXBTC15M-26JAN190800-00,580,YES,0.2372,0.183,0.0542,0.025,0,-0.183,0
KXBTC15M-26JAN190800-00,600,YES,0.2272,0.133,0.0942,0.05,0,-0.133,0
KXBTC15M-26JAN190800-00,660,YES,0.2371,0.173,0.0641,0.05,0,-0.173,0
KXBTC15M-26JAN190800-00,680,YES,0.4065,0.263,0.1435,0.05,0,-0.263,0
KXBTC15M-26JAN190815-15,80,YES,0.1215,0.043,0.0785,0.01,0,-0.043,0
KXBTC15M-26JAN190815-15,140,NO,0.0934,0.823,0.0836,0.01,1,0.177,0
KXBTC15M-26JAN190815-15,160,NO,0.1136,0.803,0.0834,0.01,1,0.197,0
KXBTC15M-26JAN190815-15,180,NO,0.0709,0.893,0.0361,0.01,1,0.107,0
KXBTC15M-26JAN190815-15,260,NO,0.2466,0.693,0.0604,0.01,1,0.307,0
KXBTC15M-26JAN190815-15,280,NO,0.2056,0.693,0.1014,0.01,1,0.307,0
KXBTC15M-26JAN190815-15,300,NO,0.0996,0.823,0.0774,0.01,1,0.177,0
KXBTC15M-26JAN190815-15,320,NO,0.1074,0.843,0.0496,0.01,1,0.157,0
KXBTC15M-26JAN190815-15,340,NO,0.0933,0.873,0.0337,0.01,1,0.127,0
KXBTC15M-26JAN190815-15,360,YES,0.2259,0.173,0.0529,0.025,0,-0.173,0
KXBTC15M-26JAN190815-15,380,YES,0.2368,0.183,0.0538,0.025,0,-0.183,0
KXBTC15M-26JAN190815-15,400,NO,0.1477,0.813,0.0393,0.025,1,0.187,0
KXBTC15M-26JAN190815-15,420,NO,0.0811,0.873,0.0459,0.025,1,0.127,0
KXBTC15M-26JAN190815-15,440,NO,0.0762,0.853,0.0708,0.025,1,0.147,0
KXBTC15M-26JAN190815-15,460,NO,0.0689,0.903,0.0281,0.025,1,0.097,0
KXBTC15M-26JAN190815-15,480,YES,0.1344,0.103,0.0314,0.025,0,-0.103,0
KXBTC15M-26JAN190815-15,540,YES,0.2247,0.143,0.0817,0.025,0,-0.143,0
KXBTC15M-26JAN190815-15,560,YES,0.2191,0.173,0.0461,0.025,0,-0.173,0
KXBTC15M-26JAN190815-15,580,YES,0.2285,0.193,0.0355,0.025,0,-0.193,0
KXBTC15M-26JAN190815-15,600,YES,0.2967,0.203,0.0937,0.05,0,-0.203,0
KXBTC15M-26JAN190815-15,700,YES,0.3456,0.273,0.0726,0.05,0,-0.273,0
KXBTC15M-26JAN190830-30,100,YES,0.0944,0.083,0.0114,0.01,0,-0.083,0
KXBTC15M-26JAN190830-30,140,NO,0.0317,0.943,0.0253,0.01,1,0.057,0
KXBTC15M-26JAN190830-30,160,NO,0.0317,0.943,0.0253,0.01,1,0.057,0
KXBTC15M-26JAN190830-30,200,YES,0.2203,0.183,0.0373,0.01,0,-0.183,0
KXBTC15M-26JAN190830-30,220,YES,0.3247,0.303,0.0217,0.01,0,-0.303,0
KXBTC15M-26JAN190830-30,260,YES,0.2841,0.253,0.0311,0.01,0,-0.253,0
KXBTC15M-26JAN190830-30,280,NO,0.127,0.723,0.15,0.01,1,0.277,0
KXBTC15M-26JAN190830-30,300,NO,0.124,0.803,0.073,0.01,1,0.197,0
KXBTC15M-26JAN190830-30,320,NO,0.0877,0.773,0.1393,0.01,1,0.227,0
KXBTC15M-26JAN190830-30,340,YES,0.2088,0.193,0.0158,0.01,0,-0.193,0
KXBTC15M-26JAN190830-30,380,NO,0.0434,0.903,0.0536,0.025,1,0.097,0
KXBTC15M-26JAN190830-30,420,NO,0.0428,0.853,0.1042,0.025,1,0.147,0
KXBTC15M-26JAN190830-30,440,NO,0.0402,0.893,0.0668,0.025,1,0.107,0
KXBTC15M-26JAN190830-30,560,YES,0.2189,0.153,0.0659,0.025,0,-0.153,0
KXBTC15M-26JAN190830-30,580,YES,0.2531,0.173,0.0801,0.025,0,-0.173,0
KXBTC15M-26JAN190845-45,340,YES,0.981,0.963,0.018,0.01,1,0.037,1
KXBTC15M-26JAN190845-45,400,YES,0.9546,0.903,0.0516,0.025,1,0.097,1
KXBTC15M-26JAN190845-45,420,YES,0.9161,0.883,0.0331,0.025,1,0.117,1
KXBTC15M-26JAN190845-45,440,YES,0.9378,0.843,0.0948,0.025,1,0.157,1
KXBTC15M-26JAN190845-45,460,YES,0.9126,0.783,0.1296,0.025,1,0.217,1
KXBTC15M-26JAN190845-45,480,YES,0.8565,0.783,0.0735,0.025,1,0.217,1
KXBTC15M-26JAN190845-45,500,YES,0.8764,0.753,0.1234,0.025,1,0.247,1
KXBTC15M-26JAN190845-45,520,YES,0.8871,0.753,0.1341,0.025,1,0.247,1
KXBTC15M-26JAN190845-45,540,YES,0.8249,0.683,0.1419,0.025,1,0.317,1
KXBTC15M-26JAN190845-45,560,YES,0.8312,0.743,0.0882,0.025,1,0.257,1
KXBTC15M-26JAN190845-45,580,YES,0.8529,0.803,0.0499,0.025,1,0.197,1
KXBTC15M-26JAN190845-45,620,YES,0.8718,0.803,0.0688,0.05,1,0.197,1
KXBTC15M-26JAN190845-45,640,YES,0.8708,0.813,0.0578,0.05,1,0.187,1
KXBTC15M-26JAN190845-45,660,YES,0.8559,0.793,0.0629,0.05,1,0.207,1
KXBTC15M-26JAN190845-45,720,YES,0.8051,0.723,0.0821,0.05,1,0.277,1
KXBTC15M-26JAN190900-00,80,YES,0.0649,0.013,0.0519,0.01,0,-0.013,0
KXBTC15M-26JAN190900-00,100,YES,0.0829,0.043,0.0399,0.01,0,-0.043,0
KXBTC15M-26JAN190900-00,120,YES,0.0481,0.023,0.0251,0.01,0,-0.023,0
KXBTC15M-26JAN190900-00,140,YES,0.1031,0.063,0.0401,0.01,0,-0.063,0
KXBTC15M-26JAN190900-00,160,YES,0.1466,0.093,0.0536,0.01,0,-0.093,0
KXBTC15M-26JAN190900-00,180,YES,0.1738,0.083,0.0908,0.01,0,-0.083,0
KXBTC15M-26JAN190900-00,200,YES,0.2233,0.103,0.1203,0.01,0,-0.103,0
KXBTC15M-26JAN190900-00,220,YES,0.2279,0.123,0.1049,0.01,0,-0.123,0
KXBTC15M-26JAN190900-00,240,YES,0.2421,0.133,0.1091,0.01,0,-0.133,0
KXBTC15M-26JAN190900-00,260,YES,0.2506,0.153,0.0976,0.01,0,-0.153,0
KXBTC15M-26JAN190900-00,280,YES,0.249,0.153,0.096,0.01,0,-0.153,0
KXBTC15M-26JAN190900-00,300,YES,0.2507,0.143,0.1077,0.01,0,-0.143,0
KXBTC15M-26JAN190900-00,320,YES,0.2591,0.143,0.1161,0.01,0,-0.143,0
KXBTC15M-26JAN190900-00,340,YES,0.2766,0.173,0.1036,0.01,0,-0.173,0
KXBTC15M-26JAN190900-00,360,YES,0.2861,0.173,0.1131,0.025,0,-0.173,0
KXBTC15M-26JAN190900-00,380,YES,0.3097,0.173,0.1367,0.025,0,-0.173,0
KXBTC15M-26JAN190900-00,400,YES,0.3023,0.243,0.0593,0.025,0,-0.243,0
KXBTC15M-26JAN190900-00,420,YES,0.2967,0.213,0.0837,0.025,0,-0.213,0
KXBTC15M-26JAN190900-00,440,YES,0.3966,0.283,0.1136,0.025,0,-0.283,0
KXBTC15M-26JAN190900-00,460,YES,0.3606,0.223,0.1376,0.025,0,-0.223,0
KXBTC15M-26JAN190900-00,480,YES,0.3686,0.223,0.1456,0.025,0,-0.223,0
KXBTC15M-26JAN190900-00,500,YES,0.3639,0.223,0.1409,0.025,0,-0.223,0
KXBTC15M-26JAN190900-00,520,YES,0.3589,0.263,0.0959,0.025,0,-0.263,0
KXBTC15M-26JAN190900-00,540,YES,0.4087,0.263,0.1457,0.025,0,-0.263,0
KXBTC15M-26JAN190900-00,560,YES,0.4065,0.273,0.1335,0.025,0,-0.273,0
KXBTC15M-26JAN190900-00,580,YES,0.4146,0.323,0.0916,0.025,0,-0.323,0
KXBTC15M-26JAN190900-00,600,YES,0.4504,0.353,0.0974,0.05,0,-0.353,0
KXBTC15M-26JAN190900-00,720,YES,0.526,0.463,0.063,0.05,0,-0.463,0
KXBTC15M-26JAN190915-15,100,YES,0.0271,0.013,0.0141,0.01,0,-0.013,0
KXBTC15M-26JAN190915-15,560,NO,0.2154,0.743,0.0416,0.025,1,0.257,0
KXBTC15M-26JAN190915-15,580,NO,0.2248,0.733,0.0422,0.025,1,0.267,0
KXBTC15M-26JAN190915-15,620,NO,0.2017,0.733,0.0653,0.05,1,0.267,0
KXBTC15M-26JAN190915-15,640,NO,0.2023,0.713,0.0847,0.05,1,0.287,0
KXBTC15M-26JAN190915-15,660,NO,0.2246,0.693,0.0824,0.05,1,0.307,0
KXBTC15M-26JAN190915-15,680,NO,0.232,0.693,0.075,0.05,1,0.307,0
KXBTC15M-26JAN190930-30,100,YES,0.3103,0.203,0.1073,0.01,0,-0.203,0
KXBTC15M-26JAN190930-30,140,YES,0.2236,0.153,0.0706,0.01,0,-0.153,0
KXBTC15M-26JAN190930-30,160,YES,0.2515,0.173,0.0785,0.01,0,-0.173,0
KXBTC15M-26JAN190930-30,180,YES,0.276,0.233,0.043,0.01,0,-0.233,0
KXBTC15M-26JAN190930-30,200,YES,0.1902,0.143,0.0472,0.01,0,-0.143,0
KXBTC15M-26JAN190930-30,220,YES,0.2945,0.223,0.0715,0.01,0,-0.223,0
KXBTC15M-26JAN190930-30,240,YES,0.1839,0.143,0.0409,0.01,0,-0.143,0
KXBTC15M-26JAN190930-30,260,YES,0.2179,0.163,0.0549,0.01,0,-0.163,0
KXBTC15M-26JAN190930-30,280,YES,0.194,0.173,0.021,0.01,0,-0.173,0
KXBTC15M-26JAN190930-30,300,YES,0.6255,0.403,0.2225,0.01,0,-0.403,0
KXBTC15M-26JAN190930-30,320,YES,0.8997,0.563,0.3367,0.01,0,-0.563,0
KXBTC15M-26JAN190930-30,340,YES,0.7964,0.573,0.2234,0.01,0,-0.573,0
KXBTC15M-26JAN190930-30,360,YES,0.9093,0.773,0.1363,0.025,0,-0.773,0
KXBTC15M-26JAN190930-30,380,YES,0.9376,0.743,0.1946,0.025,0,-0.743,0
KXBTC15M-26JAN190930-30,400,YES,0.9409,0.783,0.1579,0.025,0,-0.783,0
KXBTC15M-26JAN190930-30,420,YES,0.9512,0.873,0.0782,0.025,0,-0.873,0
KXBTC15M-26JAN190930-30,440,YES,0.9619,0.903,0.0589,0.025,0,-0.903,0
KXBTC15M-26JAN190930-30,460,YES,0.951,0.853,0.098,0.025,0,-0.853,0
KXBTC15M-26JAN190930-30,480,YES,0.9087,0.823,0.0857,0.025,0,-0.823,0
KXBTC15M-26JAN190930-30,500,YES,0.8966,0.823,0.0736,0.025,0,-0.823,0
KXBTC15M-26JAN190930-30,520,YES,0.8651,0.823,0.0421,0.025,0,-0.823,0
KXBTC15M-26JAN190930-30,560,YES,0.7804,0.703,0.0774,0.025,0,-0.703,0
KXBTC15M-26JAN190930-30,580,YES,0.7766,0.743,0.0336,0.025,0,-0.743,0
KXBTC15M-26JAN190930-30,680,NO,0.4831,0.463,0.0539,0.05,1,0.537,0
KXBTC15M-26JAN190930-30,720,YES,0.529,0.453,0.076,0.05,0,-0.453,0
KXBTC15M-26JAN190945-45,120,NO,0.0621,0.923,0.0149,0.01,1,0.077,0
KXBTC15M-26JAN190945-45,140,NO,0.0546,0.933,0.0124,0.01,1,0.067,0
KXBTC15M-26JAN190945-45,260,NO,0.1042,0.823,0.0728,0.01,1,0.177,0
KXBTC15M-26JAN190945-45,300,NO,0.0622,0.873,0.0648,0.01,1,0.127,0
KXBTC15M-26JAN190945-45,340,NO,0.0716,0.903,0.0254,0.01,1,0.097,0
KXBTC15M-26JAN190945-45,380,NO,0.0924,0.873,0.0346,0.025,1,0.127,0
KXBTC15M-26JAN190945-45,400,NO,0.0762,0.893,0.0308,0.025,1,0.107,0
KXBTC15M-26JAN190945-45,440,NO,0.0675,0.883,0.0495,0.025,1,0.117,0
KXBTC15M-26JAN190945-45,460,NO,0.1388,0.833,0.0282,0.025,1,0.167,0
KXBTC15M-26JAN190945-45,480,NO,0.1284,0.843,0.0286,0.025,1,0.157,0
KXBTC15M-26JAN190945-45,500,YES,0.3694,0.253,0.1164,0.025,0,-0.253,0
KXBTC15M-26JAN190945-45,520,YES,0.5412,0.383,0.1582,0.025,0,-0.383,0
KXBTC15M-26JAN190945-45,540,YES,0.5883,0.533,0.0553,0.025,0,-0.533,0
KXBTC15M-26JAN190945-45,600,NO,0.6283,0.283,0.0887,0.05,1,0.717,0
KXBTC15M-26JAN190945-45,620,NO,0.6306,0.313,0.0564,0.05,1,0.687,0
KXBTC15M-26JAN190945-45,660,YES,0.7491,0.643,0.1061,0.05,0,-0.643,0
KXBTC15M-26JAN191000-00,120,YES,0.9806,0.903,0.0776,0.01,1,0.097,1
KXBTC15M-26JAN191000-00,140,YES,0.9054,0.713,0.1924,0.01,1,0.287,1
KXBTC15M-26JAN191000-00,160,YES,0.8533,0.603,0.2503,0.01,1,0.397,1
KXBTC15M-26JAN191000-00,180,NO,0.4407,0.473,0.0863,0.01,0,-0.473,1
KXBTC15M-26JAN191000-00,200,NO,0.4334,0.453,0.1136,0.01,0,-0.453,1
KXBTC15M-26JAN191000-00,220,YES,0.457,0.383,0.074,0.01,1,0.617,1
KXBTC15M-26JAN191000-00,240,NO,0.4207,0.493,0.0863,0.01,0,-0.493,1
KXBTC15M-26JAN191000-00,260,NO,0.5175,0.443,0.0395,0.01,0,-0.443,1
KXBTC15M-26JAN191000-00,280,YES,0.7786,0.703,0.0756,0.01,1,0.297,1
KXBTC15M-26JAN191000-00,300,YES,0.7045,0.663,0.0415,0.01,1,0.337,1
KXBTC15M-26JAN191000-00,320,YES,0.7471,0.733,0.0141,0.01,1,0.267,1
KXBTC15M-26JAN191000-00,340,YES,0.7426,0.713,0.0296,0.01,1,0.287,1
KXBTC15M-26JAN191000-00,380,YES,0.7539,0.693,0.0609,0.025,1,0.307,1
KXBTC15M-26JAN191000-00,400,YES,0.7173,0.583,0.1343,0.025,1,0.417,1
KXBTC15M-26JAN191000-00,420,YES,0.6579,0.613,0.0449,0.025,1,0.387,1
KXBTC15M-26JAN191000-00,440,NO,0.4367,0.503,0.0603,0.025,0,-0.503,1
KXBTC15M-26JAN191000-00,460,YES,0.9174,0.753,0.1644,0.025,1,0.247,1
KXBTC15M-26JAN191000-00,480,YES,0.8935,0.783,0.1105,0.025,1,0.217,1
KXBTC15M-26JAN191000-00,500,YES,0.8976,0.783,0.1146,0.025,1,0.217,1
KXBTC15M-26JAN191000-00,520,YES,0.9059,0.773,0.1329,0.025,1,0.227,1
KXBTC15M-26JAN191000-00,540,YES,0.8298,0.793,0.0368,0.025,1,0.207,1
KXBTC15M-26JAN191000-00,560,YES,0.8513,0.763,0.0883,0.025,1,0.237,1
KXBTC15M-26JAN191000-00,580,YES,0.8834,0.843,0.0404,0.025,1,0.157,1
KXBTC15M-26JAN191000-00,600,YES,0.8323,0.753,0.0793,0.05,1,0.247,1
KXBTC15M-26JAN191000-00,620,YES,0.8028,0.673,0.1298,0.05,1,0.327,1
KXBTC15M-26JAN191000-00,640,YES,0.7986,0.693,0.1056,0.05,1,0.307,1
KXBTC15M-26JAN191000-00,700,NO,0.5297,0.293,0.1773,0.05,0,-0.293,1
KXBTC15M-26JAN191000-00,720,NO,0.5142,0.383,0.1028,0.05,0,-0.383,1
KXBTC15M-26JAN191015-15,140,YES,0.9992,0.943,0.0562,0.01,1,0.057,1
KXBTC15M-26JAN191015-15,160,YES,0.9978,0.963,0.0348,0.01,1,0.037,1
KXBTC15M-26JAN191015-15,320,YES,0.9818,0.963,0.0188,0.01,1,0.037,1
KXBTC15M-26JAN191015-15,340,YES,0.9855,0.963,0.0225,0.01,1,0.037,1
KXBTC15M-26JAN191015-15,440,YES,0.9601,0.933,0.0271,0.025,1,0.067,1
KXBTC15M-26JAN191015-15,460,YES,0.9568,0.873,0.0838,0.025,1,0.127,1
KXBTC15M-26JAN191015-15,580,NO,0.8451,0.123,0.0319,0.025,0,-0.123,1
KXBTC15M-26JAN191015-15,700,NO,0.7946,0.153,0.0524,0.05,0,-0.153,1
