trade_id,price,size,timestamp
936118814,94430,0.0006721,2026-01-13T21:21:56.393577Z
936118813,94430,0.00107458,2026-01-13T21:21:56.380563Z
936118812,94430,0.00310581,2026-01-13T21:21:56.379038Z
936118811,94430,0.00312562,2026-01-13T21:21:56.375168Z
936118810,94430,0.00020675,2026-01-13T21:21:56.375163Z
936118809,94430,0.00464518,2026-01-13T21:21:56.374567Z
936118808,94430,0.00035376,2026-01-13T21:21:56.374431Z
936118807,94430,0.00145851,2026-01-13T21:21:56.373780Z
936118806,94430,0.00430074,2026-01-13T21:21:56.373465Z
936118805,94430,0.00409782,2026-01-13T21:21:56.373138Z
936118801,94430,0.01203524,2026-01-13T21:21:56.370212Z
936118804,94430,0.0064606,2026-01-13T21:21:56.370212Z
936118803,94430,0.00529492,2026-01-13T21:21:56.370212Z
936118802,94430,0.0015703,2026-01-13T21:21:56.370212Z
936118800,94430,0.00278076,2026-01-13T21:21:56.339663Z
936118799,94430,0.00243276,2026-01-13T21:21:56.335196Z
936118798,94430,0.00350785,2026-01-13T21:21:56.334912Z
936118797,94430,0.00021783,2026-01-13T21:21:56.334912Z
936118796,94430,0.00001757,2026-01-13T21:21:56.334912Z
936118795,94430,0.05201007,2026-01-13T21:21:56.334912Z
936118794,94430.01,0.00009632,2026-01-13T21:21:56.309514Z
936118793,94430,0.00000001,2026-01-13T21:21:56.142919Z
936118792,94430,0.00000001,2026-01-13T21:21:55.803885Z
936118791,94430,0.00000001,2026-01-13T21:21:55.635236Z
936118790,94430,0.00000001,2026-01-13T21:21:55.515217Z
936118789,94430,0.00000021,2026-01-13T21:21:55.263411Z
936118788,94430,0.00000001,2026-01-13T21:21:55.147113Z
936118787,94430,0.00000001,2026-01-13T21:21:55.020624Z
936118786,94430,0.00000001,2026-01-13T21:21:54.840491Z
936118785,94430.01,0.00000031,2026-01-13T21:21:54.568241Z
936118784,94430,0.00000001,2026-01-13T21:21:54.520070Z
936118783,94430,0.00000001,2026-01-13T21:21:54.320577Z
936118782,94430,0.00000001,2026-01-13T21:21:54.158696Z
936118781,94430,0.00000001,2026-01-13T21:21:53.885556Z
936118780,94430,0.00000001,2026-01-13T21:21:53.703280Z
936118779,94430,0.00322702,2026-01-13T21:21:53.563218Z
936118778,94430,0.00000001,2026-01-13T21:21:53.550159Z
936118777,94430,0.00499757,2026-01-13T21:21:53.523138Z
936118776,94430.01,0.00208,2026-01-13T21:21:53.279011Z
936118775,94430,0.00000001,2026-01-13T21:21:53.201609Z
936118774,94430,0.00000001,2026-01-13T21:21:53.028780Z
936118773,94430,0.00000001,2026-01-13T21:21:52.888432Z
936118772,94430,0.00000021,2026-01-13T21:21:52.569221Z
936118771,94430,0.00000001,2026-01-13T21:21:52.564526Z
936118770,94430,0.00000001,2026-01-13T21:21:52.419841Z
936118769,94430,0.00000001,2026-01-13T21:21:52.224320Z
936118768,94430.01,0.00513492,2026-01-13T21:21:52.105773Z
936118767,94430,0.02122459,2026-01-13T21:21:52.091254Z
936118766,94430,0.00000001,2026-01-13T21:21:51.907406Z
936118764,94430,0.03219993,2026-01-13T21:21:51.893009Z
936118765,94430,0.06230413,2026-01-13T21:21:51.893009Z
936118763,94430,0.00000001,2026-01-13T21:21:51.769007Z
936118762,94430,0.00000001,2026-01-13T21:21:51.583928Z
936118761,94430.01,0.00003092,2026-01-13T21:21:51.283906Z
936118760,94430,0.00000001,2026-01-13T21:21:50.881944Z
936118759,94430,0.00000001,2026-01-13T21:21:50.728067Z
936118758,94430,0.00000001,2026-01-13T21:21:50.612923Z
936118757,94430,0.00000001,2026-01-13T21:21:50.236744Z
936118756,94430,0.00000001,2026-01-13T21:21:50.120130Z
936118755,94428.01,0.00000001,2026-01-13T21:21:49.951153Z
936118754,94428,0.00000021,2026-01-13T21:21:49.875449Z
936118753,94428.01,0.00094332,2026-01-13T21:21:49.861332Z
936118751,94429.26,0.00001199,2026-01-13T21:21:49.781605Z
936118752,94429.26,0.02492041,2026-01-13T21:21:49.781605Z
936118750,94431.98,0.00003515,2026-01-13T21:21:49.781605Z
936118749,94431.98,0.00000001,2026-01-13T21:21:49.663292Z
936118748,94431.98,0.00000001,2026-01-13T21:21:49.527825Z
936118747,94431.98,0.00000001,2026-01-13T21:21:49.346354Z
936118744,94430.01,0.005,2026-01-13T21:21:49.225351Z
936118743,94429.27,0.08846,2026-01-13T21:21:49.225351Z
936118746,94430.02,0.07054,2026-01-13T21:21:49.225351Z
936118745,94430.01,0.012,2026-01-13T21:21:49.225351Z
936118742,94429.26,0.00000001,2026-01-13T21:21:49.035864Z
936118740,94433.4,0.00021867,2026-01-13T21:21:49.031887Z
936118741,94433.4,0.00005294,2026-01-13T21:21:49.031887Z
936118739,94433.4,0.00001194,2026-01-13T21:21:49.031887Z
936118738,94434.6,0.00998461,2026-01-13T21:21:49.024033Z
936118737,94434.66,0.02862842,2026-01-13T21:21:49.024033Z
936118736,94434.66,0.00024525,2026-01-13T21:21:49.024001Z
936118735,94434.66,0.00132533,2026-01-13T21:21:49.023969Z
936118733,94436.02,0.02834658,2026-01-13T21:21:49.019650Z
936118734,94436.02,0.00002714,2026-01-13T21:21:49.019650Z
936118732,94436.02,0.00751233,2026-01-13T21:21:48.926273Z
936118731,94436.02,0.00097807,2026-01-13T21:21:48.916024Z
936118730,94436.02,0.00208864,2026-01-13T21:21:48.915134Z
936118729,94436.02,0.00069782,2026-01-13T21:21:48.912065Z
936118728,94436.02,0.00163977,2026-01-13T21:21:48.911402Z
936118727,94436.02,0.00060652,2026-01-13T21:21:48.909096Z
936118726,94436.02,0.00045103,2026-01-13T21:21:48.908602Z
936118725,94436.02,0.00174115,2026-01-13T21:21:48.907985Z
936118724,94436.02,0.00027052,2026-01-13T21:21:48.907818Z
936118723,94436.02,0.00023584,2026-01-13T21:21:48.905528Z
936118722,94436.02,0.00093287,2026-01-13T21:21:48.905110Z
936118721,94436.02,0.00178531,2026-01-13T21:21:48.904180Z
936118720,94436.02,0.00251067,2026-01-13T21:21:48.901652Z
936118719,94436.02,0.00197484,2026-01-13T21:21:48.898433Z
936118718,94436.02,0.00306129,2026-01-13T21:21:48.895316Z
936118717,94436.02,0.00293624,2026-01-13T21:21:48.891584Z
936118716,94436.02,0.00061707,2026-01-13T21:21:48.887504Z
936118715,94436.02,0.00216535,2026-01-13T21:21:48.886987Z
936118714,94436.02,0.00111033,2026-01-13T21:21:48.884060Z
936118713,94436.02,0.00043549,2026-01-13T21:21:48.883496Z
936118712,94436.02,0.00084564,2026-01-13T21:21:48.882165Z
936118711,94436.02,0.00140563,2026-01-13T21:21:48.881514Z
936118710,94436.02,0.00082409,2026-01-13T21:21:48.879374Z
936118709,94436.02,0.00035709,2026-01-13T21:21:48.878756Z
936118708,94436.02,0.00058536,2026-01-13T21:21:48.878052Z
936118707,94436.02,0.00127477,2026-01-13T21:21:48.877551Z
936118706,94436.02,0.00064154,2026-01-13T21:21:48.875381Z
936118705,94436.02,0.00066489,2026-01-13T21:21:48.874811Z
936118704,94436.02,0.00153945,2026-01-13T21:21:48.873898Z
936118703,94436.02,0.0011837,2026-01-13T21:21:48.872164Z
936118702,94436.02,0.00182728,2026-01-13T21:21:48.870490Z
936118701,94436.02,0.00219271,2026-01-13T21:21:48.868432Z
936118700,94436.02,0.00036331,2026-01-13T21:21:48.868177Z
936118699,94436.02,0.00254883,2026-01-13T21:21:48.867170Z
936118698,94436.02,0.00318438,2026-01-13T21:21:48.864014Z
936118697,94436.02,0.00170764,2026-01-13T21:21:48.859974Z
936118696,94436.02,0.00069107,2026-01-13T21:21:48.859769Z
936118695,94436.02,0.00071884,2026-01-13T21:21:48.856580Z
936118694,94436.02,0.00036011,2026-01-13T21:21:48.855569Z
936118693,94436.02,0.0003337,2026-01-13T21:21:48.855229Z
936118692,94436.02,0.00017693,2026-01-13T21:21:48.853053Z
936118691,94436.02,0.00095415,2026-01-13T21:21:48.852738Z
936118690,94436.02,0.00054237,2026-01-13T21:21:48.851787Z
936118689,94436.02,0.00167964,2026-01-13T21:21:48.850883Z
936118688,94436.02,0.0002602,2026-01-13T21:21:48.848278Z
936118687,94436.02,0.00019874,2026-01-13T21:21:48.844976Z
936118686,94436.02,0.00119217,2026-01-13T21:21:48.843884Z
936118685,94436.02,0.00078791,2026-01-13T21:21:48.842467Z
936118684,94436.02,0.00056915,2026-01-13T21:21:48.841661Z
936118683,94436.02,0.0011368,2026-01-13T21:21:48.840671Z
936118682,94436.02,0.00019773,2026-01-13T21:21:48.837871Z
936118681,94436.02,0.00317752,2026-01-13T21:21:48.837250Z
936118680,94436.02,0.00077588,2026-01-13T21:21:48.835420Z
936118679,94436.02,0.00019988,2026-01-13T21:21:48.834010Z
936118678,94436.02,0.00162694,2026-01-13T21:21:48.825829Z
936118677,94436.02,0.00000001,2026-01-13T21:21:48.825734Z
936118676,94436.02,0.00545824,2026-01-13T21:21:48.825595Z
936118675,94436.02,0.00015808,2026-01-13T21:21:48.822131Z
936118674,94436.02,0.00069649,2026-01-13T21:21:48.822122Z
936118673,94436.02,0.00124894,2026-01-13T21:21:48.820971Z
936118672,94436.02,0.00251807,2026-01-13T21:21:48.818371Z
936118671,94436.02,0.0004085,2026-01-13T21:21:48.815902Z
936118670,94436.02,0.00131347,2026-01-13T21:21:48.815625Z
936118669,94436.02,0.00228446,2026-01-13T21:21:48.814280Z
936118668,94436.02,0.00107738,2026-01-13T21:21:48.813163Z
936118667,94436.02,0.00237882,2026-01-13T21:21:48.812975Z
936118666,94436.02,0.00767405,2026-01-13T21:21:48.812840Z
936118665,94436.02,0.02797872,2026-01-13T21:21:48.808184Z
936118664,94436.02,0.02905935,2026-01-13T21:21:48.808184Z
936118663,94436.02,0.00000001,2026-01-13T21:21:48.706556Z
936118662,94436.02,0.00000001,2026-01-13T21:21:48.397871Z
936118661,94436.02,0.00000001,2026-01-13T21:21:48.253965Z
936118660,94436.02,0.00000001,2026-01-13T21:21:48.075666Z
936118659,94436.02,0.00000001,2026-01-13T21:21:47.813763Z
936118658,94436.02,0.00000001,2026-01-13T21:21:47.642561Z
936118657,94436.02,0.00006575,2026-01-13T21:21:47.503177Z
936118656,94436.02,0.00000001,2026-01-13T21:21:47.500030Z
936118655,94436.02,0.00000021,2026-01-13T21:21:47.232712Z
936118654,94436.02,0.00000001,2026-01-13T21:21:47.194731Z
936118653,94436.02,0.00004965,2026-01-13T21:21:47.066196Z
936118652,94436.02,0.00000001,2026-01-13T21:21:46.972543Z
936118651,94436.02,0.00000001,2026-01-13T21:21:46.828864Z
936118650,94436.02,0.00000001,2026-01-13T21:21:46.516969Z
936118649,94436.02,0.00000001,2026-01-13T21:21:45.988325Z
936118648,94436.02,0.00000001,2026-01-13T21:21:45.829290Z
936118647,94436.02,0.00003635,2026-01-13T21:21:45.641875Z
936118646,94436.03,0.05143402,2026-01-13T21:21:45.621256Z
936118645,94436.02,0.00000001,2026-01-13T21:21:45.530300Z
936118644,94436.02,0.00000001,2026-01-13T21:21:45.350375Z
936118643,94436.02,0.00000001,2026-01-13T21:21:45.206005Z
936118642,94436.02,0.00000001,2026-01-13T21:21:44.857721Z
936118641,94436.02,0.00000001,2026-01-13T21:21:44.715162Z
936118640,94436.03,0.00262051,2026-01-13T21:21:44.700786Z
936118639,94436.02,0.00000001,2026-01-13T21:21:44.572417Z
936118638,94436.02,0.00000021,2026-01-13T21:21:44.327980Z
936118637,94436.02,0.00000001,2026-01-13T21:21:44.204076Z
936118636,94440,0.00000001,2026-01-13T21:21:44.033418Z
936118634,94438.01,0.00004501,2026-01-13T21:21:43.998153Z
936118635,94442,0.01970499,2026-01-13T21:21:43.998153Z
936118633,94438,0.00000001,2026-01-13T21:21:43.902118Z
936118632,94438.01,0.00000001,2026-01-13T21:21:43.634909Z
936118631,94438.01,0.00000001,2026-01-13T21:21:43.478922Z
936118630,94438,0.00000001,2026-01-13T21:21:43.315860Z
936118629,94433.41,0.00025713,2026-01-13T21:21:43.188150Z
936118628,94433.41,0.00026153,2026-01-13T21:21:43.165790Z
936118627,94433.4,0.00000001,2026-01-13T21:21:43.017070Z
936118626,94433.4,0.00000001,2026-01-13T21:21:42.841810Z
936118625,94433.41,0.00026729,2026-01-13T21:21:42.775317Z
936118624,94433.41,0.00001381,2026-01-13T21:21:42.763589Z
936118623,94433.41,0.00022942,2026-01-13T21:21:42.678728Z
936118622,94433.4,0.00000001,2026-01-13T21:21:42.669779Z
936118621,94433.41,0.00002621,2026-01-13T21:21:42.530371Z
936118620,94433.41,0.00524102,2026-01-13T21:21:42.504464Z
936118619,94433.4,0.00000001,2026-01-13T21:21:42.365155Z
936118618,94433.4,0.00000001,2026-01-13T21:21:42.206287Z
936118617,94433.4,0.00000001,2026-01-13T21:21:42.046343Z
936118616,94437.54,0.000012,2026-01-13T21:21:41.873716Z
936118615,94437.86,0.00003081,2026-01-13T21:21:41.873716Z
936118612,94442,0.00054721,2026-01-13T21:21:41.813929Z
936118614,94441.68,0.000012,2026-01-13T21:21:41.813929Z
936118613,94442,0.0000793,2026-01-13T21:21:41.813929Z
936118611,94442.01,0.01255373,2026-01-13T21:21:41.813929Z
936118606,94447.32,0.02348097,2026-01-13T21:21:41.802589Z
936118610,94445.9,0.01588211,2026-01-13T21:21:41.802589Z
936118609,94446.34,0.00005156,2026-01-13T21:21:41.802589Z
936118608,94447.31,0.00000004,2026-01-13T21:21:41.802589Z
936118607,94447.32,0.0000308,2026-01-13T21:21:41.802589Z
936118605,94447.32,0.00529395,2026-01-13T21:21:41.802589Z
936118604,94447.32,0.0346678,2026-01-13T21:21:41.802589Z
936118603,94447.32,0.12896692,2026-01-13T21:21:41.802589Z
936118602,94447.32,0.01279908,2026-01-13T21:21:41.802049Z
936118601,94447.32,0.03068572,2026-01-13T21:21:41.802049Z
936118600,94447.32,0.00000021,2026-01-13T21:21:41.721497Z
936118599,94447.32,0.00000001,2026-01-13T21:21:41.719433Z
936118598,94447.32,0.00000001,2026-01-13T21:21:41.545192Z
936118597,94447.32,0.00000001,2026-01-13T21:21:41.379773Z
936118596,94447.33,0.00513394,2026-01-13T21:21:41.218008Z
936118595,94447.32,0.00000001,2026-01-13T21:21:40.681502Z
936118594,94447.32,0.00000001,2026-01-13T21:21:40.529140Z
936118593,94447.33,0.0005241,2026-01-13T21:21:40.391733Z
936118592,94447.32,0.00000001,2026-01-13T21:21:40.388091Z
936118591,94447.32,0.00000001,2026-01-13T21:21:40.071253Z
936118590,94447.71,0.00004979,2026-01-13T21:21:39.931714Z
936118589,94447.31,0.00000001,2026-01-13T21:21:39.931147Z
936118588,94450.01,0.00002704,2026-01-13T21:21:39.807600Z
936118587,94450.01,0.02540973,2026-01-13T21:21:39.807600Z
936118586,94450.01,0.01573196,2026-01-13T21:21:39.807449Z
936118585,94451.99,0.00003038,2026-01-13T21:21:39.807449Z
936118584,94451.99,0.00000001,2026-01-13T21:21:39.787243Z
936118583,94450.01,0.00000001,2026-01-13T21:21:39.336773Z
936118581,94449.36,0.32348149,2026-01-13T21:21:39.320412Z
936118582,94449.35,0.47389938,2026-01-13T21:21:39.320412Z
936118580,94450,0.0322,2026-01-13T21:21:39.320412Z
936118579,94450.01,0.00002541,2026-01-13T21:21:39.320412Z
936118578,94452.58,0.01588098,2026-01-13T21:21:39.320412Z
936118577,94454,0.15451274,2026-01-13T21:21:39.320412Z
936118576,94454,0.00000001,2026-01-13T21:21:39.137741Z
936118575,94454.01,0.00036687,2026-01-13T21:21:39.087348Z
936118574,94454.01,0.00010042,2026-01-13T21:21:39.031571Z
936118573,94454,0.00000001,2026-01-13T21:21:38.964267Z
936118572,94454,0.00000021,2026-01-13T21:21:38.923500Z
936118571,94454.01,0.00018868,2026-01-13T21:21:38.903247Z
936118570,94454,0.00000001,2026-01-13T21:21:38.684416Z
936118569,94454.01,0.004,2026-01-13T21:21:38.657755Z
936118568,94454.01,0.0010482,2026-01-13T21:21:38.610447Z
936118567,94454,0.00000001,2026-01-13T21:21:38.555993Z
936118566,94454.01,0.00052411,2026-01-13T21:21:38.433019Z
936118565,94454.01,0.00154337,2026-01-13T21:21:38.395606Z
936118564,94454,0.00000001,2026-01-13T21:21:38.359734Z
936118563,94454.01,0.00054366,2026-01-13T21:21:38.296123Z
936118562,94454.03,0.00005241,2026-01-13T21:21:38.245237Z
936118560,94454.03,0.03753559,2026-01-13T21:21:38.023061Z
936118559,94454.03,0.00388595,2026-01-13T21:21:38.023061Z
936118561,94454.03,0.01098863,2026-01-13T21:21:38.023061Z
936118558,94454.02,0.00000001,2026-01-13T21:21:38.006787Z
936118557,94454.03,0.00025723,2026-01-13T21:21:37.989764Z
936118556,94454.02,0.00000001,2026-01-13T21:21:37.856338Z
936118555,94454.02,0.00000001,2026-01-13T21:21:37.725470Z
936118554,94454.03,0.0001022,2026-01-13T21:21:37.644728Z
936118553,94454.03,0.0010482,2026-01-13T21:21:37.638216Z
936118552,94454.03,0.00026635,2026-01-13T21:21:37.583356Z
936118551,94454.02,0.00000001,2026-01-13T21:21:37.378724Z
936118550,94454.02,0.00000001,2026-01-13T21:21:37.227521Z
936118549,94454.03,0.00308677,2026-01-13T21:21:37.111373Z
936118548,94454.02,0.00000001,2026-01-13T21:21:37.061344Z
936118547,94454.02,0.00000001,2026-01-13T21:21:36.744051Z
936118546,94454.02,0.00000001,2026-01-13T21:21:36.567042Z
936118545,94454.02,0.0000032,2026-01-13T21:21:36.380786Z
936118544,94454.02,0.00000001,2026-01-13T21:21:36.336805Z
936118543,94454.02,0.00000021,2026-01-13T21:21:36.200196Z
936118542,94454.03,0.00205783,2026-01-13T21:21:36.125267Z
936118541,94454.08,0.03600546,2026-01-13T21:21:36.075700Z
936118540,94454.08,0.00015723,2026-01-13T21:21:36.070859Z
936118539,94454.02,0.00000001,2026-01-13T21:21:36.063071Z
936118538,94454.09,0.00025105,2026-01-13T21:21:35.909056Z
936118537,94451.53,0.0002118,2026-01-13T21:21:35.864407Z
936118536,94451.5,0.03304301,2026-01-13T21:21:35.864407Z
936118534,94448,0.10587837,2026-01-13T21:21:35.864110Z
936118535,94448.74,0.01588163,2026-01-13T21:21:35.864110Z
936118526,94447.32,0.00058291,2026-01-13T21:21:35.863717Z
936118533,94447.32,0.00004207,2026-01-13T21:21:35.863717Z
936118532,94447.32,0.00953925,2026-01-13T21:21:35.863717Z
936118531,94447.32,0.00103539,2026-01-13T21:21:35.863717Z
936118530,94447.32,0.00903476,2026-01-13T21:21:35.863717Z
936118529,94447.32,0.00725156,2026-01-13T21:21:35.863717Z
936118528,94447.32,0.0114721,2026-01-13T21:21:35.863717Z
936118527,94447.32,0.00529395,2026-01-13T21:21:35.863717Z
936118525,94447.32,0.00002096,2026-01-13T21:21:35.646098Z
936118524,94447.31,0.00000001,2026-01-13T21:21:35.544819Z
936118523,94447.32,0.00007584,2026-01-13T21:21:35.502447Z
936118522,94447.32,0.0001543,2026-01-13T21:21:35.383925Z
936118521,94447.31,0.00000001,2026-01-13T21:21:35.344118Z
936118520,94447.31,0.00000001,2026-01-13T21:21:34.997442Z
936118519,94447.31,0.01,2026-01-13T21:21:34.867489Z
936118518,94447.31,0.00000001,2026-01-13T21:21:34.837911Z
936118517,94447.32,0.00031446,2026-01-13T21:21:34.763238Z
936118516,94447.31,0.00000001,2026-01-13T21:21:34.705477Z
936118515,94447.32,0.00104821,2026-01-13T21:21:34.457450Z
936118514,94447.31,0.00000001,2026-01-13T21:21:34.389056Z
936118512,94447.32,0.00046025,2026-01-13T21:21:34.278555Z
936118511,94447.32,0.00158765,2026-01-13T21:21:34.278555Z
936118513,94447.32,0.0009521,2026-01-13T21:21:34.278555Z
936118510,94447.32,0.005,2026-01-13T21:21:34.235847Z
936118509,94447.31,0.00000001,2026-01-13T21:21:34.209868Z
936118508,94447.31,0.00000001,2026-01-13T21:21:34.031158Z
936118507,94447.31,0.00000001,2026-01-13T21:21:33.738293Z
936118506,94447.31,0.00056051,2026-01-13T21:21:33.654062Z
936118505,94447.31,0.00000001,2026-01-13T21:21:33.519867Z
936118504,94447.31,0.00063679,2026-01-13T21:21:33.511792Z
936118502,94447.32,0.00524796,2026-01-13T21:21:33.482321Z
936118503,94447.32,0.00198417,2026-01-13T21:21:33.482321Z
936118501,94447.32,0.00829866,2026-01-13T21:21:33.482321Z
936118500,94447.31,0.00000001,2026-01-13T21:21:33.353635Z
936118499,94447.31,0.00000021,2026-01-13T21:21:33.326886Z
936118498,94447.31,0.00000001,2026-01-13T21:21:33.103398Z
936118497,94447.31,0.00000001,2026-01-13T21:21:32.932579Z
936118495,94447.32,0.00124775,2026-01-13T21:21:32.886832Z
936118496,94447.32,0.00211931,2026-01-13T21:21:32.886832Z
936118494,94447.31,0.00000001,2026-01-13T21:21:32.753083Z
936118493,94447.31,0.00000001,2026-01-13T21:21:32.443402Z
936118492,94447.32,0.00000104,2026-01-13T21:21:32.334911Z
936118491,94447.32,0.00102892,2026-01-13T21:21:32.299819Z
936118490,94447.31,0.00000001,2026-01-13T21:21:32.237673Z
936118488,94447.31,0.00006989,2026-01-13T21:21:32.138159Z
936118489,94447.31,0.00024775,2026-01-13T21:21:32.138159Z
936118487,94447.31,0.00000001,2026-01-13T21:21:32.057671Z
936118486,94447.31,0.00000001,2026-01-13T21:21:31.667763Z
936118485,94447.31,0.00000001,2026-01-13T21:21:31.451534Z
936118484,94447.31,0.00000001,2026-01-13T21:21:31.287409Z
936118483,94447.27,0.00000001,2026-01-13T21:21:30.921678Z
936118482,94447.32,0.00051372,2026-01-13T21:21:30.609698Z
936118481,94446.7,0.0000623,2026-01-13T21:21:30.609698Z
936118480,94446.7,0.00529399,2026-01-13T21:21:30.609698Z
936118479,94446.69,0.00000021,2026-01-13T21:21:30.563074Z
936118478,94446.69,0.00000001,2026-01-13T21:21:30.478575Z
936118477,94446.69,0.00000001,2026-01-13T21:21:30.306399Z
936118476,94446.69,0.00000001,2026-01-13T21:21:29.967124Z
936118475,94446.69,0.00000001,2026-01-13T21:21:29.817990Z
936118474,94446.69,0.00000001,2026-01-13T21:21:29.632514Z
936118473,94446.69,0.00000001,2026-01-13T21:21:29.306599Z
936118472,94446.69,0.00000001,2026-01-13T21:21:29.144070Z
936118471,94446.69,0.00000001,2026-01-13T21:21:28.954337Z
936118470,94446.69,0.00000001,2026-01-13T21:21:28.677287Z
936118469,94446.69,0.00000001,2026-01-13T21:21:28.569251Z
936118468,94446.69,0.00260437,2026-01-13T21:21:28.519796Z
936118467,94446.69,0.00039563,2026-01-13T21:21:28.519796Z
936118466,94446.69,0.00000001,2026-01-13T21:21:28.402039Z
