ticker,p_yes,y
KXBTC15M-26JAN172045-45,0.5275455117225647,0
KXBTC15M-26JAN172100-00,0.4085797369480133,0
KXBTC15M-26JAN172115-15,0.734346330165863,1
KXBTC15M-26JAN172130-30,0.7206428050994873,1
KXBTC15M-26JAN172145-45,0.1630763560533523,0
KXBTC15M-26JAN172200-00,0.7011715769767761,1
KXBTC15M-26JAN172215-15,0.709283173084259,1
KXBTC15M-26JAN172230-30,0.5218713283538818,1
KXBTC15M-26JAN172245-45,0.6930933594703674,1
KXBTC15M-26JAN172300-00,0.6667557954788208,1
KXBTC15M-26JAN172315-15,0.3297697305679321,0
KXBTC15M-26JAN172330-30,0.3627195656299591,0
KXBTC15M-26JAN172345-45,0.2058129012584686,0
KXBTC15M-26JAN180015-15,0.2768877446651459,0
KXBTC15M-26JAN180245-45,0.2243770211935043,0
KXBTC15M-26JAN180300-00,0.6920551061630249,1
KXBTC15M-26JAN180315-15,0.3204657137393951,1
KXBTC15M-26JAN180330-30,0.377151221036911,1
KXBTC15M-26JAN180345-45,0.534900963306427,1
KXBTC15M-26JAN180400-00,0.4069597721099853,1
KXBTC15M-26JAN180415-15,0.4754128754138946,0
KXBTC15M-26JAN180430-30,0.6163238883018494,1
KXBTC15M-26JAN180445-45,0.6101157069206238,1
KXBTC15M-26JAN180500-00,0.6415408253669739,1
KXBTC15M-26JAN180515-15,0.2831925451755523,0
KXBTC15M-26JAN180530-30,0.2938924431800842,0
KXBTC15M-26JAN180545-45,0.6385492086410522,1
KXBTC15M-26JAN180600-00,0.4667195379734039,1
KXBTC15M-26JAN180615-15,0.3413726687431335,0
KXBTC15M-26JAN180630-30,0.3584164977073669,0
KXBTC15M-26JAN180645-45,0.353071928024292,1
KXBTC15M-26JAN180700-00,0.6958496570587158,1
KXBTC15M-26JAN180715-15,0.423037052154541,0
KXBTC15M-26JAN180730-30,0.2760748863220215,1
KXBTC15M-26JAN180745-45,0.4788772761821747,1
KXBTC15M-26JAN180800-00,0.4747993052005768,0
KXBTC15M-26JAN180815-15,0.4329184889793396,0
KXBTC15M-26JAN180830-30,0.468587577342987,0
KXBTC15M-26JAN180845-45,0.4469835758209228,1
KXBTC15M-26JAN180900-00,0.5688207745552063,0
KXBTC15M-26JAN180915-15,0.3747418224811554,1
KXBTC15M-26JAN180930-30,0.8419849872589111,0
KXBTC15M-26JAN180945-45,0.720953643321991,0
KXBTC15M-26JAN181000-00,0.247459277510643,0
